uid,step,x,y,sim_time_min
1,20,9950.0,12618.405405405403,20
1,21,9950.0,12612.324324324323,21
1,22,9950.0,12517.054054054051,22
1,23,9950.0,12604.216216216217,23
1,24,10133.405405405403,12663.0,24
1,25,10612.297297297297,12663.0,25
1,26,10858.567567567568,12508.432432432432,26
1,27,10848.175675675677,12406.743243243243,27
1,28,10178.10810810811,12597.918918918918,28
1,29,9950.0,12663.0,29
1,30,9950.0,12663.0,30
1,31,9950.0,12663.0,31
1,32,9950.0,12663.0,32
1,33,9950.0,12663.0,33
1,34,9950.0,12573.81081081081,34
1,35,9950.0,12530.22972972973,35
1,36,9950.0,12577.864864864863,36
1,37,9950.0,12625.5,37
1,38,9950.0,12642.72972972973,38
1,39,9950.0,12547.45945945946,39
1,40,9950.0,12513.0,40
1,41,9953.04054054054,12497.716216216217,41
1,42,10000.675675675677,12258.27027027027,42
1,43,10048.621621621622,12018.824324324323,43
1,44,10096.891891891892,11779.378378378378,44
2,0,22462.0,17940.0,0
2,1,22462.0,17940.0,1
2,2,22462.0,17940.0,2
2,3,22462.0,17940.0,3
2,4,22462.0,17940.0,4
2,5,22462.0,17940.0,5
2,6,22462.0,17940.0,6
2,7,22462.0,17940.0,7
2,8,22462.0,17940.0,8
2,9,22462.0,17940.0,9
2,10,22462.0,17940.0,10
2,11,22462.0,17940.0,11
2,12,22462.0,17940.0,12
2,13,22462.0,17940.0,13
2,14,22462.0,17940.0,14
2,15,22462.0,17940.0,15
2,16,22462.0,17940.0,16
2,17,22462.0,17940.0,17
2,18,22462.0,17940.0,18
2,19,22462.0,17940.0,19
2,20,22462.0,17940.0,20
2,21,22462.0,17940.0,21
2,22,22462.0,17940.0,22
2,23,22462.0,17940.0,23
2,24,22462.0,17940.0,24
2,25,22462.0,17940.0,25
2,26,22462.0,17940.0,26
2,27,22462.0,17940.0,27
2,28,22462.0,17940.0,28
2,29,22462.0,17940.0,29
2,30,22462.0,17940.0,30
2,31,22462.0,17940.0,31
2,32,22462.0,17940.0,32
2,33,22462.0,17940.0,33
2,34,22462.0,17940.0,34
2,35,22462.0,17940.0,35
2,36,22462.0,17940.0,36
2,37,22462.0,17940.0,37
2,38,22462.0,17940.0,38
2,39,22462.0,17940.0,39
2,40,22462.0,17940.0,40
2,41,22462.0,17940.0,41
2,42,22462.0,17940.0,42
2,43,22462.0,17940.0,43
2,44,22462.0,17940.0,44
3,0,15678.0,11910.0,0
3,1,15678.0,11910.0,1
3,2,15678.0,11910.0,2
3,3,15678.0,11910.0,3
3,4,15678.0,11910.0,4
3,5,15678.0,11910.0,5
3,6,15678.0,11910.0,6
3,7,15678.0,11910.0,7
3,8,15678.0,11910.0,8
3,9,15678.0,11910.0,9
3,10,15678.0,11910.0,10
3,11,15678.0,11910.0,11
3,12,15678.0,11910.0,12
3,13,15678.0,11910.0,13
3,14,15678.0,11910.0,14
3,15,15678.0,11910.0,15
3,16,15678.0,11910.0,16
3,17,15678.0,11910.0,17
3,18,15678.0,11910.0,18
3,19,15678.0,11910.0,19
3,20,15678.0,11910.0,20
3,21,15678.0,11910.0,21
3,22,15678.0,11910.0,22
3,23,15678.0,11910.0,23
3,24,15678.0,11873.27027027027,24
3,25,15678.0,11777.364864864863,25
3,26,15671.324324324323,11765.675675675677,26
3,27,15662.918918918918,11774.081081081082,27
3,28,15654.027027027028,11782.972972972972,28
3,29,15645.135135135137,11791.864864864863,29
3,30,15636.297297297297,11800.756756756757,30
3,31,15628.04054054054,11809.648648648648,31
3,32,15619.45945945946,11818.216216216217,32
3,33,15610.567567567568,11826.472972972972,33
3,34,15601.675675675677,11835.324324324323,34
3,35,15592.783783783783,11844.216216216217,35
3,36,15583.891891891892,11853.108108108108,36
3,37,15575.5,11861.5,37
3,38,15567.108108108108,11869.891891891892,38
3,39,15558.216216216217,11878.783783783783,39
3,40,15549.324324324323,11887.675675675677,40
3,41,15540.472972972972,11896.567567567568,41
3,42,15532.216216216217,11905.45945945946,42
3,43,15568.094594594597,11910.0,43
3,44,15650.027027027028,11910.0,44
4,0,19447.0,11156.0,0
4,1,19447.0,11156.0,1
4,2,19447.0,11156.0,2
4,3,19447.0,11156.0,3
4,4,19447.0,11156.0,4
4,5,19420.472972972973,10997.013513513511,5
4,6,19324.567567567567,10422.216216216217,6
4,7,17346.77027027027,7629.283783783784,7
4,8,15034.945945945949,4445.2972972972975,8
4,9,15896.189189189188,5019.459459459459,9
4,10,17075.756756756757,5647.027027027027,10
4,11,18512.432432432433,6317.72972972973,11
4,12,18543.0,6504.810810810811,12
4,13,18543.0,6681.378378378378,13
4,14,18543.0,6857.945945945946,14
4,15,18543.0,7035.040540540541,15
4,16,18543.0,7212.081081081081,16
4,17,18543.0,7388.648648648649,17
4,18,18543.0,7565.216216216216,18
4,19,18543.0,7741.851351351351,19
4,20,18543.0,7919.054054054054,20
4,21,18543.0,8095.918918918919,21
4,22,18543.0,8272.486486486487,22
4,23,18543.0,8449.054054054053,23
4,24,18543.0,8625.621621621622,24
4,25,18543.0,8802.189189189188,25
4,26,18543.0,8979.27027027027,26
4,27,18543.0,9156.324324324323,27
4,28,18543.0,9332.891891891892,28
4,29,18543.0,9509.45945945946,29
4,30,18543.0,9686.081081081082,30
4,31,18543.0,9863.283783783783,31
4,32,19129.702702702703,10047.621621621622,32
4,33,20278.662162162163,10238.797297297297,33
4,34,21517.405405405407,10968.081081081082,34
4,35,22312.0,11457.0,35
4,36,22312.0,11457.0,36
4,37,22085.5,11457.0,37
4,38,21859.0,11579.297297297297,38
4,39,21859.0,12154.094594594591,39
4,40,21736.972972972973,12300.783783783783,40
4,41,21527.432432432433,12162.108108108108,41
4,42,21048.54054054054,11396.135135135137,42
4,43,20429.162162162163,10161.459459459458,43
4,44,19663.18918918919,8437.7027027027,44
5,0,12060.0,19749.0,0
5,1,12060.0,19749.0,1
5,2,12060.0,19749.0,2
5,3,12060.0,19749.0,3
5,4,12060.0,19749.0,4
5,5,12060.0,19749.0,5
5,6,12060.0,19749.0,6
5,7,12060.0,19749.0,7
5,8,12060.0,19749.0,8
5,9,12060.0,19749.0,9
5,10,12060.0,19749.0,10
5,11,12060.0,19749.0,11
5,12,12060.0,19749.0,12
5,13,12060.0,19749.0,13
5,14,12060.0,19749.0,14
5,15,12060.0,19749.0,15
5,16,12060.0,19749.0,16
5,17,12060.0,19749.0,17
5,18,12060.0,19749.0,18
5,19,12060.0,19749.0,19
5,20,12060.0,19749.0,20
5,21,12060.0,19749.0,21
5,22,12060.0,19749.0,22
5,23,12060.0,19749.0,23
5,24,12060.0,19749.0,24
5,25,12060.0,19749.0,25
5,26,12060.0,19749.0,26
5,27,12060.0,19749.0,27
5,28,12060.0,19749.0,28
5,29,12060.0,19764.5,29
5,30,12060.0,19788.054054054053,30
5,31,12060.0,19812.18918918919,31
5,32,12060.0,19836.324324324323,32
5,33,12060.0,19860.45945945946,33
5,34,12060.0,19884.0,34
5,35,12062.527027027028,19901.527027027027,35
5,36,12069.513513513511,19908.513513513513,36
5,37,12076.5,19915.5,37
5,38,12083.486486486489,19922.486486486487,38
5,39,12090.472972972972,19929.472972972973,39
5,40,12097.054054054051,19936.45945945946,40
5,41,12103.445945945949,19943.405405405407,41
5,42,12110.432432432432,19949.756756756757,42
5,43,12117.418918918918,19956.41891891892,43
5,44,12124.405405405403,19963.405405405407,44
6,0,8744.0,18392.0,0
6,1,8744.0,18487.905405405407,1
6,2,8784.54054054054,18624.35135135135,2
6,3,8879.81081081081,18815.527027027027,3
6,4,8812.918918918918,18681.297297297297,4
6,5,8744.0,18516.472972972973,5
6,6,8744.0,18420.567567567567,6
6,7,8810.891891891892,18593.567567567567,7
6,8,8894.0,18844.0,8
6,9,8894.0,18844.0,9
6,10,8894.0,18844.0,10
6,11,8894.0,18844.0,11
6,12,8894.0,18844.0,12
6,13,8894.0,18844.0,13
6,14,8894.0,18844.0,14
6,15,8894.0,18844.0,15
6,16,8942.972972972973,18844.0,16
6,17,9134.783783783783,18844.0,17
6,18,9065.405405405403,18844.0,18
6,19,8888.932432432432,18828.72972972973,19
6,20,8841.297297297297,18685.18918918919,20
6,21,8793.662162162162,18541.64864864865,21
6,22,8746.027027027027,18398.108108108107,22
6,23,8744.0,18392.0,23
6,24,8853.945945945945,18501.945945945947,24
6,25,9141.027027027028,18789.027027027027,25
6,26,9079.945945945949,18689.432432432433,26
6,27,8936.405405405405,18498.108108108107,27
6,28,8792.864864864865,18306.297297297297,28
6,29,8806.837837837838,18493.608108108107,29
6,30,8885.891891891892,18827.72972972973,30
6,31,8790.621621621622,18636.554054054053,31
6,32,8744.0,18494.027027027027,32
6,33,8744.0,18398.12162162162,33
6,34,8744.0,18570.972972972973,34
6,35,8778.45945945946,18762.37837837838,35
6,36,8873.72972972973,18954.18918918919,36
6,37,9195.499999999998,19673.499999999996,37
6,38,9497.0,20352.0,38
6,39,9497.0,20352.0,39
6,40,9191.72972972973,19618.621621621623,40
6,41,8744.0,18536.87837837838,41
6,42,8744.0,18440.972972972973,42
6,43,8767.31081081081,18462.243243243243,43
6,44,8814.945945945947,18605.783783783783,44
7,0,18995.0,11307.0,0
7,1,18995.0,11307.0,1
7,2,18995.0,11307.0,2
7,3,18995.0,11307.0,3
7,4,18995.0,11307.0,4
7,5,18995.0,11307.0,5
7,6,18995.0,11307.0,6
7,7,18995.0,11307.0,7
7,8,18995.0,11307.0,8
7,9,18995.0,11307.0,9
7,10,18995.0,11307.0,10
7,11,18995.0,11307.0,11
7,12,18995.0,11307.0,12
7,13,18995.0,11307.0,13
7,14,18995.0,11307.0,14
7,15,18995.0,11307.0,15
7,16,18995.0,11307.0,16
7,17,18995.0,11307.0,17
7,18,18995.0,11307.0,18
7,19,18995.0,11307.0,19
7,20,18995.0,11307.0,20
7,21,18995.0,11307.0,21
7,22,18995.0,11307.0,22
7,23,18995.0,11307.0,23
7,24,18903.297297297297,11453.675675675677,24
7,25,18663.85135135135,11836.662162162162,25
7,26,18424.405405405407,12219.648648648648,26
7,27,18241.0,12513.0,27
7,28,18241.0,12513.0,28
7,29,18241.0,12513.0,29
7,30,18241.0,12513.0,30
7,31,18241.0,12513.0,31
7,32,18241.0,12513.0,32
7,33,18241.0,12513.0,33
7,34,18241.0,12423.216216216217,34
7,35,18241.0,12396.68918918919,35
7,36,18241.0,12492.594594594597,36
7,37,18241.0,12513.0,37
7,38,18241.0,12513.0,38
7,39,18241.0,12513.0,39
7,40,18241.0,12451.783783783783,40
7,41,18241.0,12368.121621621622,41
7,42,18241.0,12464.027027027028,42
7,43,18241.0,12513.0,43
7,44,18241.0,12513.0,44
8,0,11307.0,12362.0,0
8,1,11307.0,12362.0,1
8,2,11307.0,12362.0,2
8,3,11307.0,12362.0,3
8,4,11307.0,12362.0,4
8,5,11307.0,12362.0,5
8,6,11307.0,12362.0,6
8,7,11307.0,12362.0,7
8,8,11307.0,12362.0,8
8,9,11307.0,12362.0,9
8,10,11307.0,12362.0,10
8,11,11307.0,12362.0,11
8,12,11307.0,12362.0,12
8,13,11307.0,12362.0,13
8,14,11307.0,12362.0,14
8,15,11307.0,12362.0,15
8,16,11307.0,12362.0,16
8,17,11307.0,12362.0,17
8,18,11307.0,12362.0,18
8,19,11307.0,12362.0,19
8,20,11307.0,12362.0,20
8,21,11307.0,12362.0,21
8,22,11307.0,12362.0,22
8,23,11307.0,12362.0,23
8,24,11307.0,12362.0,24
8,25,11307.0,12362.0,25
8,26,11307.0,12362.0,26
8,27,11307.0,12362.0,27
8,28,11307.0,12362.0,28
8,29,11307.0,12362.0,29
8,30,11307.0,12362.0,30
8,31,11307.0,12362.0,31
8,32,11307.0,12362.0,32
8,33,11307.0,12362.0,33
8,34,11307.0,12362.0,34
8,35,11410.837837837838,12344.54054054054,35
8,36,11697.918918918918,12296.27027027027,36
8,37,11984.999999999998,12248.5,37
8,38,13290.729729729715,12149.91891891892,38
8,39,18365.45945945945,11862.837837837838,39
8,40,20262.216216216217,11636.567567567568,40
8,41,20350.45945945946,11457.0,41
8,42,20326.324324324323,11457.0,42
8,43,20302.18918918919,11457.0,43
8,44,20278.054054054053,11457.0,44
9,0,14020.0,2864.0,0
9,1,14020.0,2864.0,1
9,2,14020.0,2864.0,2
9,3,14020.0,2864.0,3
9,4,14020.0,2782.9189189189187,4
9,5,14020.0,2714.0,5
9,6,14020.0,2714.0,6
9,7,14020.0,2714.0,7
9,8,14020.0,2714.0,8
9,9,14020.0,2714.0,9
9,10,14020.0,2725.5945945945946,10
9,11,14020.0,2746.554054054054,11
9,12,14020.0,2768.135135135135,12
9,13,14020.0,2789.472972972973,13
9,14,14020.0,2810.4324324324325,14
9,15,14020.0,2831.9189189189187,15
9,16,14020.0,2853.3513513513512,16
9,17,14020.0,2874.310810810811,17
9,18,14020.0,2895.7027027027025,18
9,19,14020.0,2917.2297297297296,19
9,20,14020.0,2938.189189189189,20
9,21,14020.0,2959.4864864864867,21
9,22,14020.0,2981.0810810810813,22
9,23,14020.0,3002.0675675675675,23
9,24,14240.135135135137,3235.135135135134,24
9,25,14814.932432432432,3809.932432432432,25
9,26,15079.567567567568,3997.027027027027,26
9,27,15270.891891891892,4092.445945945946,27
9,28,15462.702702702702,4188.351351351351,28
9,29,14896.270270270272,3652.527027027029,29
9,30,14020.0,2864.0,30
9,31,14020.0,2864.0,31
9,32,14020.0,2864.0,32
9,33,14020.0,2864.0,33
9,34,14916.64864864865,3670.8648648648664,34
9,35,15528.0,4238.22972972973,35
9,36,15528.0,4285.864864864865,36
9,37,15528.0,4334.0,37
9,38,15507.594594594597,4372.0,38
9,39,15411.68918918919,4372.0,39
9,40,15315.783783783783,4372.0,40
9,41,15228.027027027028,4369.972972972973,41
9,42,15259.783783783783,4338.216216216216,42
9,43,15291.851351351352,4306.148648648648,43
9,44,15324.243243243243,4273.756756756757,44
10,0,9045.0,25930.0,0
10,1,9045.0,25930.0,1
10,2,9045.0,25930.0,2
10,3,9045.0,25930.0,3
10,4,9045.0,25930.0,4
10,5,9045.0,25930.0,5
10,6,9045.0,25930.0,6
10,7,9045.0,25930.0,7
10,8,9045.0,25930.0,8
10,9,9045.0,25930.0,9
10,10,9045.0,25930.0,10
10,11,9045.0,25930.0,11
10,12,9045.0,25930.0,12
10,13,9045.0,25930.0,13
10,14,9045.0,25930.0,14
10,15,9045.0,25930.0,15
10,16,9045.0,25930.0,16
10,17,9045.0,25930.0,17
10,18,9045.0,25930.0,18
10,19,9045.0,25930.0,19
10,20,9045.0,25930.0,20
10,21,9045.0,25930.0,21
10,22,9045.0,25930.0,22
10,23,9045.0,25930.0,23
10,24,9045.0,25930.0,24
10,25,9045.0,25930.0,25
10,26,9045.0,25930.0,26
10,27,9538.067567567568,25302.554054054053,27
10,28,11644.810810810806,22621.648648648657,28
10,29,12393.418918918918,21629.824324324323,29
10,30,12441.108108108108,21509.837837837837,30
10,31,12489.378378378378,21390.432432432433,31
10,32,12537.324324324323,21270.702702702703,32
10,33,12584.95945945946,21150.662162162163,33
10,34,12632.594594594597,21031.216216216217,34
10,35,12680.45945945946,20911.58108108108,35
10,36,12728.72972972973,20791.54054054054,36
10,37,12776.5,20672.0,37
10,38,12824.135135135137,20552.45945945946,38
10,39,12871.77027027027,20432.41891891892,39
10,40,12919.81081081081,20312.783783783783,40
10,41,12916.108108108108,20311.027027027027,41
10,42,12150.135135135137,22034.783783783783,42
10,43,11266.986486486489,23453.635135135137,43
10,44,10261.567567567568,24554.324324324327,44
11,0,24724.0,1809.0,0
11,1,25298.162162162163,2096.0810810810813,1
11,2,25424.216216216217,1935.0540540540544,2
11,3,24945.324324324323,1169.0810810810813,3
11,4,24860.486486486487,1123.108108108108,4
11,5,24844.608108108107,1203.1351351351352,5
11,6,24828.72972972973,1283.162162162162,6
11,7,24812.85135135135,1362.7432432432431,7
11,8,24796.972972972973,1442.2162162162165,8
11,9,24781.094594594593,1522.2432432432431,9
11,10,24765.216216216217,1601.918918918919,10
11,11,24749.337837837837,1681.3108108108108,11
11,12,24733.45945945946,1761.3243243243244,12
11,13,24724.0,1809.0,13
11,14,24724.0,1809.0,14
11,15,24803.054054054053,1411.621621621622,15
11,16,24886.324324324323,1055.0,16
11,17,24934.594594594593,1055.0,17
11,18,24982.432432432433,1055.0,18
11,19,25021.62162162162,1061.8243243243242,19
11,20,24989.864864864863,1125.972972972973,20
11,21,24958.108108108107,1189.7837837837835,21
11,22,24926.35135135135,1253.2972972972973,22
11,23,24893.986486486487,1317.418918918919,23
11,24,24837.513513513513,1466.9459459459454,24
11,25,24742.243243243243,1754.0270270270266,25
11,26,24724.0,1809.0,26
11,27,24701.554054054053,1831.4459459459456,27
11,28,24605.64864864865,1927.3513513513512,28
11,29,24699.094594594593,1770.6486486486492,29
11,30,24865.891891891893,1508.0,30
11,31,24770.621621621623,1508.0,31
11,32,24724.0,1605.6216216216217,32
11,33,24724.0,1796.7972972972975,33
11,34,24724.0,1809.0,34
11,35,24689.31081081081,1843.6891891891892,35
11,36,24593.405405405407,1939.5945945945944,36
11,37,24648.5,1884.5,37
11,38,24744.27027027027,1809.0,38
11,39,24839.54054054054,1809.0,39
11,40,24874.0,1809.0,40
11,41,24874.0,1809.0,41
11,42,24874.0,1809.0,42
11,43,24874.0,1715.4459459459458,43
11,44,24874.0,1524.27027027027,44
12,0,20955.0,8442.0,0
12,1,20955.0,8442.0,1
12,2,20955.0,8442.0,2
12,3,20955.0,8442.0,3
12,4,20955.0,8442.0,4
12,5,20955.0,8442.0,5
12,6,20955.0,8442.0,6
12,7,20955.0,8442.0,7
12,8,20955.0,8442.0,8
12,9,20955.0,8442.0,9
12,10,20955.0,8442.0,10
12,11,20955.0,8442.0,11
12,12,20955.0,8442.0,12
12,13,20955.0,8442.0,13
12,14,20955.0,8442.0,14
12,15,20955.0,8442.0,15
12,16,20955.0,8442.0,16
12,17,20955.0,8442.0,17
12,18,20955.0,8442.0,18
12,19,20955.0,8442.0,19
12,20,20955.0,8442.0,20
12,21,20903.986486486487,8442.0,21
12,22,20808.08108108108,8442.0,22
12,23,20822.243243243243,8442.0,23
12,24,20841.297297297297,8442.0,24
12,25,20860.35135135135,8442.0,25
12,26,20879.405405405407,8442.0,26
12,27,20898.608108108107,8442.0,27
12,28,20918.297297297297,8442.0,28
12,29,20937.567567567567,8442.0,29
12,30,20946.837837837837,8442.0,30
12,31,20850.932432432433,8442.0,31
12,32,20804.0,8490.972972972973,32
12,33,20804.0,8586.878378378378,33
12,34,20804.0,8503.216216216217,34
12,35,20815.486486486487,8442.0,35
12,36,20847.243243243243,8442.0,36
12,37,20879.5,8442.0,37
12,38,20911.756756756757,8442.0,38
12,39,20943.513513513513,8442.0,39
12,40,20934.72972972973,8442.0,40
12,41,20902.932432432433,8442.0,41
12,42,20870.54054054054,8442.0,42
12,43,20838.45945945946,8442.0,43
12,44,20806.702702702703,8442.0,44
13,0,25628.0,3618.0,0
13,1,25628.0,3618.0,1
13,2,25628.0,3618.0,2
13,3,25628.0,3618.0,3
13,4,25628.0,3618.0,4
13,5,25628.0,3618.0,5
13,6,25628.0,3618.0,6
13,7,25628.0,3618.0,7
13,8,25628.0,3618.0,8
13,9,25628.0,3618.0,9
13,10,25628.0,3618.0,10
13,11,25628.0,3618.0,11
13,12,25628.0,3618.0,12
13,13,25713.243243243243,3664.472972972973,13
13,14,25924.108108108107,3779.432432432433,14
13,15,26134.445945945947,3894.391891891891,15
13,16,26344.837837837837,4009.3513513513512,16
13,17,26555.702702702703,4124.310810810811,17
13,18,26766.567567567567,4239.27027027027,18
13,19,26977.364864864863,4354.229729729729,19
13,20,27187.594594594593,4469.189189189189,20
13,21,27489.716216216217,5388.540540540541,21
13,22,27872.702702702703,7015.756756756758,22
13,23,28164.472972972973,8185.067567567567,23
13,24,28305.27027027027,8857.513513513513,24
13,25,28209.364864864863,8762.243243243243,25
13,26,28191.0,8744.0,26
13,27,28258.18918918919,9393.891891891892,27
13,28,28545.27027027027,12170.702702702698,28
13,29,28643.0,13116.0,29
13,30,28643.0,13116.0,30
13,31,28643.0,13116.0,31
13,32,28618.675675675677,13116.0,32
13,33,28571.04054054054,13116.0,33
13,34,28522.81081081081,13116.0,34
13,35,28526.68918918919,13116.0,35
13,36,28622.594594594593,13116.0,36
13,37,28567.5,13116.0,37
13,38,28512.405405405407,13095.594594594597,38
13,39,28608.31081081081,12999.68918918919,39
13,40,28643.0,13026.216216216217,40
13,41,28643.0,13109.878378378378,41
13,42,28643.0,13013.972972972972,42
13,43,28643.0,12965.0,43
13,44,28643.0,12965.0,44
14,0,8291.0,12362.0,0
14,1,8291.0,12362.0,1
14,2,8291.0,12362.0,2
14,3,8291.0,12362.0,3
14,4,8291.0,12362.0,4
14,5,8291.0,12362.0,5
14,6,8291.0,12362.0,6
14,7,8291.0,12362.0,7
14,8,8291.0,12362.0,8
14,9,8291.0,12362.0,9
14,10,8291.0,12362.0,10
14,11,8291.0,12362.0,11
14,12,8291.0,12362.0,12
14,13,8291.0,12362.0,13
14,14,8291.0,12362.0,14
14,15,8291.0,12362.0,15
14,16,8291.0,12362.0,16
14,17,8291.0,12362.0,17
14,18,8291.0,12362.0,18
14,19,8280.864864864865,12351.797297297297,19
14,20,8185.594594594595,12255.891891891892,20
14,21,8191.675675675676,12262.013513513511,21
14,22,8286.945945945947,12357.918918918918,22
14,23,8291.0,12362.0,23
14,24,8272.756756756757,12343.513513513511,24
14,25,8225.121621621622,12295.243243243243,25
14,26,8177.486486486487,12247.486486486489,26
14,27,8141.0,12211.0,27
14,28,8141.0,12211.0,28
14,29,9656.648648648645,12021.648648648648,29
14,30,11759.0,11783.432432432432,30
14,31,11759.0,12070.513513513511,31
14,32,11367.864864864863,12357.594594594597,32
14,33,10601.891891891892,12644.675675675677,33
14,34,9118.837837837837,12394.243243243243,34
14,35,8210.148648648648,12211.0,35
14,36,8401.324324324323,12211.0,36
14,37,8291.5,12211.0,37
14,38,8181.675675675675,12211.0,38
14,39,8372.851351351352,12211.0,39
14,40,8136.324324324325,12394.243243243243,40
14,41,7688.0,12663.0,41
14,42,7688.0,12663.0,42
14,43,7688.0,12663.0,43
14,44,7688.0,12663.0,44
15,0,10704.0,12663.0,0
15,1,10704.0,12663.0,1
15,2,10704.0,12663.0,2
15,3,10704.0,12663.0,3
15,4,10704.0,12663.0,4
15,5,10704.0,12663.0,5
15,6,10704.0,12663.0,6
15,7,10704.0,12663.0,7
15,8,10704.0,12663.0,8
15,9,10704.0,12663.0,9
15,10,10704.0,12663.0,10
15,11,10704.0,12663.0,11
15,12,10704.0,12663.0,12
15,13,10704.0,12663.0,13
15,14,10704.0,12663.0,14
15,15,10704.0,12663.0,15
15,16,10704.0,12663.0,16
15,17,10704.0,12663.0,17
15,18,10704.0,12663.0,18
15,19,10704.0,12663.0,19
15,20,10704.0,12663.0,20
15,21,10704.0,12663.0,21
15,22,10704.0,12663.0,22
15,23,10153.662162162163,12388.135135135137,23
15,24,9771.513513513511,12183.513513513511,24
15,25,9699.743243243243,12111.743243243243,25
15,26,9627.972972972972,12039.972972972972,26
15,27,9556.202702702703,11968.202702702703,27
15,28,9484.432432432432,11896.432432432432,28
15,29,9412.662162162162,11824.662162162162,29
15,30,9395.864864864863,11718.243243243243,30
15,31,9970.027027027028,11239.351351351352,31
15,32,10251.0,11053.972972972972,32
15,33,10251.0,11149.878378378378,33
15,34,9892.459459459458,11156.0,34
15,35,9752.067567567568,11190.68918918919,35
15,36,10039.783783783783,11286.594594594597,36
15,37,10176.0,11156.0,37
15,38,10291.81081081081,11005.0,38
15,39,10483.621621621622,11005.0,39
15,40,10553.0,10943.783783783783,40
15,41,10553.0,10854.0,41
15,42,10553.0,10854.0,42
15,43,10599.932432432432,10854.0,43
15,44,10695.837837837838,10854.0,44
16,0,14774.0,14925.0,0
16,1,14774.0,14925.0,1
16,2,14774.0,14925.0,2
16,3,14774.0,14925.0,3
16,4,14774.0,14925.0,4
16,5,14774.0,14925.0,5
16,6,14774.0,14925.0,6
16,7,14774.0,14925.0,7
16,8,14774.0,14925.0,8
16,9,14774.0,14925.0,9
16,10,14774.0,14925.0,10
16,11,14774.0,14925.0,11
16,12,14774.0,15112.108108108108,12
16,13,14774.0,15303.54054054054,13
16,14,14774.0,15495.351351351352,14
16,15,15171.378378378378,16640.027027027027,15
16,16,17043.567567567567,18053.621621621623,16
16,17,22979.540540540544,19681.472972972973,17
16,18,24613.243243243243,22613.108108108107,18
16,19,24250.662162162163,25738.256756756757,19
16,20,24059.486486486487,25355.27027027027,20
16,21,23970.0,25227.013513513513,21
16,22,23970.0,25322.91891891892,22
16,23,23970.0,25235.175675675677,23
16,24,24006.72972972973,25176.0,24
16,25,24102.635135135137,25176.0,25
16,26,24198.027027027027,25176.0,26
16,27,24226.256756756757,25198.445945945947,27
16,28,24035.08108108108,25294.35135135135,28
16,29,23970.0,25263.743243243243,29
16,30,23970.0,25176.0,30
16,31,23970.0,25176.0,31
16,32,23970.0,25176.0,32
16,33,23970.0,25176.0,33
16,34,23970.0,25176.0,34
16,35,24039.14864864865,25141.31081081081,35
16,36,24230.324324324323,25045.405405405407,36
16,37,24422.0,25100.5,37
16,38,24532.18918918919,25176.0,38
