Iteration No,Coverage,No of connected components,Simulation time,No of drone failed,Network efficiency,Avg Energy (J),Min Energy (J)
23,44.0,5,0,0,0.1566,124968.01,124968.01
23,44.0,6,1,0,0.1566,124936.01,124936.01
23,44.0,5,2,0,0.1566,124904.02,124904.02
23,44.0,5,3,0,0.1566,124872.02,124872.02
23,44.0,5,4,0,0.1566,124840.03,124840.03
23,44.0,6,5,0,0.1566,124808.03,124808.03
23,44.0,5,6,0,0.1566,124776.04,124776.04
23,44.0,5,7,0,0.1566,124744.04,124744.04
23,44.0,5,8,0,0.1566,124712.05,124712.05
23,44.0,5,9,0,0.1566,124680.05,124680.05
23,45.5,5,10,0,0.1566,124610.17,123841.5
23,45.5,5,11,0,0.1566,124578.18,123809.51
23,45.5,5,12,0,0.1566,124546.19,123777.51
23,45.5,5,13,0,0.1566,124514.19,123745.52
23,45.5,5,14,0,0.1566,124482.2,123713.52
23,45.5,5,15,0,0.1566,124450.2,123681.53
23,45.5,6,16,0,0.1566,124418.21,123649.53
23,45.5,5,17,0,0.1566,124386.21,123617.54
23,45.5,5,18,0,0.1566,124354.22,123585.54
23,45.5,5,19,0,0.1566,124322.22,123553.55
23,49.5,6,20,0,0.1566,124252.34,123553.55
23,49.5,5,21,0,0.1566,124220.35,123521.55
23,49.5,5,22,0,0.1566,124188.35,123489.56
23,49.5,5,23,0,0.1566,124156.36,123457.57
23,49.5,5,24,0,0.1566,124124.37,123425.57
23,49.5,5,25,0,0.1566,124092.37,123393.58
23,49.5,5,26,0,0.1566,124060.38,123361.58
23,49.5,5,27,0,0.1566,124028.38,123329.59
23,49.5,5,28,0,0.1566,123996.39,123297.59
23,49.5,5,29,0,0.1566,123964.39,123265.6
23,46.0,5,30,0,0.1566,123894.51,123265.6
