Iteration No,Coverage,No of connected components,Simulation time,No of drone failed,Network efficiency,Avg Energy (J),Min Energy (J)
49,46.5,3,0,0,0.226,124968.01,124968.01
49,46.5,3,1,0,0.226,124936.01,124936.01
49,46.5,3,2,0,0.226,124904.02,124904.02
49,46.5,4,3,0,0.226,124872.02,124872.02
49,46.5,3,4,0,0.226,124840.03,124840.03
49,46.5,3,5,0,0.226,124808.03,124808.03
49,46.5,3,6,0,0.226,124776.04,124776.04
49,46.5,3,7,0,0.226,124744.04,124744.04
49,46.5,4,8,0,0.226,124712.05,124712.05
49,46.5,3,9,0,0.226,124680.05,124680.05
49,46.5,3,10,0,0.226,124677.39,124648.06
49,46.5,3,11,0,0.226,124645.39,124616.06
49,46.5,3,12,0,0.226,124613.4,124584.07
49,46.5,4,13,0,0.226,124581.4,124552.08
49,46.5,3,14,0,0.226,124549.41,124520.08
49,46.5,3,15,0,0.226,124517.41,124488.09
49,46.5,3,16,0,0.226,124485.42,124456.09
49,46.5,4,17,0,0.226,124453.43,124424.1
49,46.5,3,18,0,0.226,124421.43,124392.1
49,46.5,3,19,0,0.226,124389.44,124360.11
49,50.0,3,20,0,0.226,124181.02,121891.05
49,50.0,3,21,0,0.226,124149.02,121859.06
49,50.0,3,22,0,0.226,124117.03,121827.06
49,50.0,3,23,0,0.226,124085.03,121795.07
49,50.0,3,24,0,0.226,124053.04,121763.07
49,50.0,6,25,0,0.226,124021.04,121731.08
49,50.0,3,26,0,0.226,123989.05,121699.09
49,50.0,3,27,0,0.226,123957.05,121667.09
49,50.0,3,28,0,0.226,123925.06,121635.1
49,50.0,3,29,0,0.226,123893.06,121603.1
49,46.0,4,30,0,0.226,123823.18,121603.1
