Iteration No,Coverage,No of connected components,Simulation time,No of drone failed,Network efficiency,Avg Energy (J),Min Energy (J)
3,54.50000000000001,2,0,0,0.3455,124968.01,124968.01
3,54.50000000000001,2,1,0,0.3455,124936.01,124936.01
3,54.50000000000001,2,2,0,0.3455,124904.02,124904.02
3,54.50000000000001,3,3,0,0.3455,124872.02,124872.02
3,54.50000000000001,2,4,0,0.3455,124840.03,124840.03
3,54.50000000000001,2,5,0,0.3455,124808.03,124808.03
3,54.50000000000001,2,6,0,0.3455,124776.04,124776.04
3,54.50000000000001,2,7,0,0.3455,124744.04,124744.04
3,54.50000000000001,3,8,0,0.3455,124712.05,124712.05
3,54.50000000000001,3,9,0,0.3455,124680.05,124680.05
3,48.5,3,10,0,0.25,124471.63,122179.0
3,48.5,3,11,0,0.25,124439.64,122147.01
3,48.5,3,12,0,0.25,124407.64,122115.01
3,48.5,3,13,0,0.25,124375.65,122083.02
3,48.5,3,14,0,0.25,124343.65,122051.03
3,48.5,3,15,0,0.25,124311.66,122019.03
3,48.5,4,16,0,0.25,124279.67,121987.04
3,48.5,3,17,0,0.25,124247.67,121955.04
3,48.5,3,18,0,0.25,124215.68,121923.05
3,48.5,3,19,0,0.25,124183.68,121891.05
3,44.5,4,20,0,0.25,123975.26,121891.05
3,44.5,3,21,0,0.25,123943.27,121859.06
3,44.5,3,22,0,0.25,123911.27,121827.06
3,44.5,3,23,0,0.25,123879.28,121795.07
3,44.5,3,24,0,0.25,123847.28,121763.07
3,44.5,4,25,0,0.25,123815.29,121731.08
3,44.5,3,26,0,0.25,123783.29,121699.09
3,44.5,3,27,0,0.25,123751.3,121667.09
3,44.5,3,28,0,0.25,123719.3,121635.1
3,44.5,4,29,0,0.25,123687.31,121603.1
3,44.5,3,30,0,0.25,123478.89,119102.05
