Iteration No,Coverage,No of connected components,Simulation time,No of drone failed,Network efficiency,Avg Energy (J),Min Energy (J)
43,35.5,5,0,0,0.2399,124968.01,124968.01
43,35.5,4,1,0,0.2399,124936.01,124936.01
43,35.5,4,2,0,0.2399,124904.02,124904.02
43,35.5,4,3,0,0.2399,124872.02,124872.02
43,35.5,4,4,0,0.2399,124840.03,124840.03
43,35.5,4,5,0,0.2399,124808.03,124808.03
43,35.5,4,6,0,0.2399,124776.04,124776.04
43,35.5,4,7,0,0.2399,124744.04,124744.04
43,35.5,4,8,0,0.2399,124712.05,124712.05
43,35.5,4,9,0,0.2399,124680.05,124680.05
43,41.0,3,10,0,0.3505,124471.63,122179.0
43,41.0,3,11,0,0.3505,124439.64,122147.01
43,41.0,3,12,0,0.3505,124407.64,122115.01
43,41.0,3,13,0,0.3505,124375.65,122083.02
43,41.0,3,14,0,0.3505,124343.65,122051.03
43,41.0,3,15,0,0.3505,124311.66,122019.03
43,41.0,3,16,0,0.3505,124279.67,121987.04
43,41.0,3,17,0,0.3505,124247.67,121955.04
43,41.0,3,18,0,0.3505,124215.68,121923.05
43,41.0,3,19,0,0.3505,124183.68,121891.05
43,40.0,3,20,0,0.3505,123975.26,121891.05
43,40.0,3,21,0,0.3505,123943.27,121859.06
43,40.0,3,22,0,0.3505,123911.27,121827.06
43,40.0,3,23,0,0.3505,123879.28,121795.07
43,40.0,3,24,0,0.3505,123847.28,121763.07
43,40.0,3,25,0,0.3505,123815.29,121731.08
43,40.0,3,26,0,0.3505,123783.29,121699.09
43,40.0,4,27,0,0.3505,123751.3,121667.09
43,40.0,3,28,0,0.3505,123719.3,121635.1
43,40.0,4,29,0,0.3505,123687.31,121603.1
43,40.0,3,30,0,0.3505,123684.64,121603.1
