Iteration No,Coverage,No of connected components,Simulation time,No of drone failed,Network efficiency,Avg Energy (J),Min Energy (J)
4,54.50000000000001,3,0,0,0.2727,124968.01,124968.01
4,54.50000000000001,3,1,0,0.2727,124936.01,124936.01
4,54.50000000000001,3,2,0,0.2727,124904.02,124904.02
4,54.50000000000001,5,3,0,0.2727,124872.02,124872.02
4,54.50000000000001,3,4,0,0.2727,124840.03,124840.03
4,54.50000000000001,3,5,0,0.2727,124808.03,124808.03
4,54.50000000000001,3,6,0,0.2727,124776.04,124776.04
4,54.50000000000001,3,7,0,0.2727,124744.04,124744.04
4,54.50000000000001,3,8,0,0.2727,124712.05,124712.05
4,54.50000000000001,3,9,0,0.2727,124680.05,124680.05
4,56.00000000000001,3,10,0,0.2955,124471.63,122179.0
4,56.00000000000001,3,11,0,0.2955,124439.64,122147.01
4,56.00000000000001,3,12,0,0.2955,124407.64,122115.01
4,56.00000000000001,3,13,0,0.2955,124375.65,122083.02
4,56.00000000000001,4,14,0,0.2955,124343.65,122051.03
4,56.00000000000001,3,15,0,0.2955,124311.66,122019.03
4,56.00000000000001,3,16,0,0.2955,124279.67,121987.04
4,56.00000000000001,3,17,0,0.2955,124247.67,121955.04
4,56.00000000000001,3,18,0,0.2955,124215.68,121923.05
4,56.00000000000001,3,19,0,0.2955,124183.68,121891.05
4,56.99999999999999,3,20,0,0.2955,123975.26,121891.05
4,56.99999999999999,3,21,0,0.2955,123943.27,121859.06
4,56.99999999999999,3,22,0,0.2955,123911.27,121827.06
4,56.99999999999999,3,23,0,0.2955,123879.28,121795.07
4,56.99999999999999,3,24,0,0.2955,123847.28,121763.07
4,56.99999999999999,3,25,0,0.2955,123815.29,121731.08
4,56.99999999999999,3,26,0,0.2955,123783.29,121699.09
4,56.99999999999999,3,27,0,0.2955,123751.3,121667.09
4,56.99999999999999,3,28,0,0.2955,123719.3,121635.1
4,56.99999999999999,3,29,0,0.2955,123687.31,121603.1
4,56.99999999999999,3,30,0,0.2955,123684.64,121603.1
