Iteration No,Coverage,No of connected components,Simulation time,No of drone failed,Network efficiency,Avg Energy (J),Min Energy (J)
5,46.0,3,0,0,0.475,124968.01,124968.01
5,46.0,2,1,0,0.475,124936.01,124936.01
5,46.0,2,2,0,0.475,124904.02,124904.02
5,46.0,3,3,0,0.475,124872.02,124872.02
5,46.0,2,4,0,0.475,124840.03,124840.03
5,46.0,2,5,0,0.475,124808.03,124808.03
5,46.0,2,6,0,0.475,124776.04,124776.04
5,46.0,2,7,0,0.475,124744.04,124744.04
5,46.0,2,8,0,0.475,124712.05,124712.05
5,46.0,2,9,0,0.475,124680.05,124680.05
5,49.5,2,10,0,0.475,124610.17,123841.5
5,49.5,2,11,0,0.475,124578.18,123809.51
5,49.5,2,12,0,0.475,124546.19,123777.51
5,49.5,2,13,0,0.475,124514.19,123745.52
5,49.5,2,14,0,0.475,124482.2,123713.52
5,49.5,2,15,0,0.475,124450.2,123681.53
5,49.5,2,16,0,0.475,124418.21,123649.53
5,49.5,2,17,0,0.475,124386.21,123617.54
5,49.5,2,18,0,0.475,124354.22,123585.54
5,49.5,2,19,0,0.475,124322.22,123553.55
5,48.5,2,20,0,0.475,124252.34,123553.55
5,48.5,2,21,0,0.475,124220.35,123521.55
5,48.5,2,22,0,0.475,124188.35,123489.56
5,48.5,2,23,0,0.475,124156.36,123457.57
5,48.5,2,24,0,0.475,124124.37,123425.57
5,48.5,2,25,0,0.475,124092.37,123393.58
5,48.5,3,26,0,0.475,124060.38,123361.58
5,48.5,3,27,0,0.475,124028.38,123329.59
5,48.5,2,28,0,0.475,123996.39,123297.59
5,48.5,2,29,0,0.475,123964.39,123265.6
5,46.0,2,30,0,0.475,123894.51,123265.6
