Iteration No,Coverage,No of connected components,Simulation time,No of drone failed,Network efficiency,Avg Energy (J),Min Energy (J)
34,55.00000000000001,2,0,0,0.4231,124968.01,124968.01
34,55.00000000000001,2,1,0,0.4231,124936.01,124936.01
34,55.00000000000001,2,2,0,0.4231,124904.02,124904.02
34,55.00000000000001,2,3,0,0.4231,124872.02,124872.02
34,55.00000000000001,2,4,0,0.4231,124840.03,124840.03
34,55.00000000000001,2,5,0,0.4231,124808.03,124808.03
34,55.00000000000001,2,6,0,0.4231,124776.04,124776.04
34,55.00000000000001,2,7,0,0.4231,124744.04,124744.04
34,55.00000000000001,2,8,0,0.4231,124712.05,124712.05
34,55.00000000000001,2,9,0,0.4231,124680.05,124680.05
34,51.5,3,10,0,0.4231,124610.17,123841.5
34,51.5,2,11,0,0.4231,124578.18,123809.51
34,51.5,3,12,0,0.4231,124546.19,123777.51
34,51.5,2,13,0,0.4231,124514.19,123745.52
34,51.5,2,14,0,0.4231,124482.2,123713.52
34,51.5,2,15,0,0.4231,124450.2,123681.53
34,51.5,2,16,0,0.4231,124418.21,123649.53
34,51.5,2,17,0,0.4231,124386.21,123617.54
34,51.5,2,18,0,0.4231,124354.22,123585.54
34,51.5,2,19,0,0.4231,124322.22,123553.55
34,51.5,2,20,0,0.4231,124319.56,123553.55
34,51.5,3,21,0,0.4231,124287.56,123521.55
34,51.5,3,22,0,0.4231,124255.57,123489.56
34,51.5,3,23,0,0.4231,124223.57,123457.57
34,51.5,2,24,0,0.4231,124191.58,123425.57
34,51.5,2,25,0,0.4231,124159.58,123393.58
34,51.5,2,26,0,0.4231,124127.59,123361.58
34,51.5,2,27,0,0.4231,124095.59,123329.59
34,51.5,2,28,0,0.4231,124063.6,123297.59
34,51.5,2,29,0,0.4231,124031.61,123265.6
34,51.5,2,30,0,0.4231,124028.94,123233.6
