Iteration No,Coverage,No of connected components,Simulation time,No of drone failed,Network efficiency,Avg Energy (J),Min Energy (J)
45,24.0,4,0,0,0.2399,124968.01,124968.01
45,24.0,4,1,0,0.2399,124936.01,124936.01
45,24.0,4,2,0,0.2399,124904.02,124904.02
45,24.0,4,3,0,0.2399,124872.02,124872.02
45,24.0,5,4,0,0.2399,124840.03,124840.03
45,24.0,4,5,0,0.2399,124808.03,124808.03
45,24.0,4,6,0,0.2399,124776.04,124776.04
45,24.0,4,7,0,0.2399,124744.04,124744.04
45,24.0,4,8,0,0.2399,124712.05,124712.05
45,24.0,4,9,0,0.2399,124680.05,124680.05
45,25.5,4,10,0,0.2399,124471.63,122179.0
45,25.5,4,11,0,0.2399,124439.64,122147.01
45,25.5,4,12,0,0.2399,124407.64,122115.01
45,25.5,4,13,0,0.2399,124375.65,122083.02
45,25.5,4,14,0,0.2399,124343.65,122051.03
45,25.5,4,15,0,0.2399,124311.66,122019.03
45,25.5,4,16,0,0.2399,124279.67,121987.04
45,25.5,4,17,0,0.2399,124247.67,121955.04
45,25.5,5,18,0,0.2399,124215.68,121923.05
45,25.5,4,19,0,0.2399,124183.68,121891.05
45,18.5,4,20,0,0.2475,123975.26,121891.05
45,18.5,4,21,0,0.2475,123943.27,121859.06
45,18.5,4,22,0,0.2475,123911.27,121827.06
45,18.5,4,23,0,0.2475,123879.28,121795.07
45,18.5,4,24,0,0.2475,123847.28,121763.07
45,18.5,4,25,0,0.2475,123815.29,121731.08
45,18.5,4,26,0,0.2475,123783.29,121699.09
45,18.5,4,27,0,0.2475,123751.3,121667.09
45,18.5,4,28,0,0.2475,123719.3,121635.1
45,18.5,4,29,0,0.2475,123687.31,121603.1
45,18.5,4,30,0,0.2475,123684.64,121603.1
