Iteration No,Coverage,No of connected components,Simulation time,No of drone failed,Network efficiency,Avg Energy (J),Min Energy (J)
13,45.0,4,0,0,0.1894,124968.01,124968.01
13,45.0,4,1,0,0.1894,124936.01,124936.01
13,45.0,5,2,0,0.1894,124904.02,124904.02
13,45.0,4,3,0,0.1894,124872.02,124872.02
13,45.0,4,4,0,0.1894,124840.03,124840.03
13,45.0,4,5,0,0.1894,124808.03,124808.03
13,45.0,5,6,0,0.1894,124776.04,124776.04
13,45.0,6,7,0,0.1894,124744.04,124744.04
13,45.0,4,8,0,0.1894,124712.05,124712.05
13,45.0,4,9,0,0.1894,124680.05,124680.05
13,49.0,4,10,0,0.1894,124610.17,123841.5
13,49.0,4,11,0,0.1894,124578.18,123809.51
13,49.0,4,12,0,0.1894,124546.19,123777.51
13,49.0,4,13,0,0.1894,124514.19,123745.52
13,49.0,4,14,0,0.1894,124482.2,123713.52
13,49.0,4,15,0,0.1894,124450.2,123681.53
13,49.0,4,16,0,0.1894,124418.21,123649.53
13,49.0,5,17,0,0.1894,124386.21,123617.54
13,49.0,4,18,0,0.1894,124354.22,123585.54
13,49.0,4,19,0,0.1894,124322.22,123553.55
13,50.5,5,20,0,0.1439,124113.8,121891.05
13,50.5,5,21,0,0.1439,124081.81,121859.06
13,50.5,6,22,0,0.1439,124049.81,121827.06
13,50.5,6,23,0,0.1439,124017.82,121795.07
13,50.5,5,24,0,0.1439,123985.82,121763.07
13,50.5,6,25,0,0.1439,123953.83,121731.08
13,50.5,5,26,0,0.1439,123921.83,121699.09
13,50.5,6,27,0,0.1439,123889.84,121667.09
13,50.5,5,28,0,0.1439,123857.85,121635.1
13,50.5,7,29,0,0.1439,123825.85,121603.1
13,49.5,4,30,0,0.3005,123617.43,121603.1
