Iteration No,Coverage,No of connected components,Simulation time,No of drone failed,Network efficiency,Avg Energy (J),Min Energy (J)
28,27.500000000000004,5,0,0,0.202,124968.01,124968.01
28,27.500000000000004,5,1,0,0.202,124936.01,124936.01
28,27.500000000000004,5,2,0,0.202,124904.02,124904.02
28,27.500000000000004,5,3,0,0.202,124872.02,124872.02
28,27.500000000000004,5,4,0,0.202,124840.03,124840.03
28,27.500000000000004,5,5,0,0.202,124808.03,124808.03
28,27.500000000000004,5,6,0,0.202,124776.04,124776.04
28,27.500000000000004,5,7,0,0.202,124744.04,124744.04
28,27.500000000000004,5,8,0,0.202,124712.05,124712.05
28,27.500000000000004,5,9,0,0.202,124680.05,124680.05
28,30.5,6,10,0,0.1591,124471.63,122179.0
28,30.5,6,11,0,0.1591,124439.64,122147.01
28,30.5,6,12,0,0.1591,124407.64,122115.01
28,30.5,7,13,0,0.1591,124375.65,122083.02
28,30.5,6,14,0,0.1591,124343.65,122051.03
28,30.5,6,15,0,0.1591,124311.66,122019.03
28,30.5,6,16,0,0.1591,124279.67,121987.04
28,30.5,6,17,0,0.1591,124247.67,121955.04
28,30.5,6,18,0,0.1591,124215.68,121923.05
28,30.5,6,19,0,0.1591,124183.68,121891.05
28,35.0,5,20,0,0.1818,123975.26,121891.05
28,35.0,5,21,0,0.1818,123943.27,121859.06
28,35.0,6,22,0,0.1818,123911.27,121827.06
28,35.0,6,23,0,0.1818,123879.28,121795.07
28,35.0,5,24,0,0.1818,123847.28,121763.07
28,35.0,5,25,0,0.1818,123815.29,121731.08
28,35.0,5,26,0,0.1818,123783.29,121699.09
28,35.0,5,27,0,0.1818,123751.3,121667.09
28,35.0,5,28,0,0.1818,123719.3,121635.1
28,35.0,6,29,0,0.1818,123687.31,121603.1
28,30.0,6,30,0,0.1818,123478.89,121603.1
