Iteration No,Coverage,No of connected components,Simulation time,No of drone failed,Network efficiency,Avg Energy (J),Min Energy (J)
35,28.000000000000004,5,0,0,0.2172,124968.01,124968.01
35,28.000000000000004,5,1,0,0.2172,124936.01,124936.01
35,28.000000000000004,5,2,0,0.2172,124904.02,124904.02
35,28.000000000000004,5,3,0,0.2172,124872.02,124872.02
35,28.000000000000004,5,4,0,0.2172,124840.03,124840.03
35,28.000000000000004,5,5,0,0.2172,124808.03,124808.03
35,28.000000000000004,6,6,0,0.2172,124776.04,124776.04
35,28.000000000000004,5,7,0,0.2172,124744.04,124744.04
35,28.000000000000004,5,8,0,0.2172,124712.05,124712.05
35,28.000000000000004,5,9,0,0.2172,124680.05,124680.05
35,28.000000000000004,5,10,0,0.2172,124677.39,124648.06
35,28.000000000000004,5,11,0,0.2172,124645.39,124616.06
35,28.000000000000004,5,12,0,0.2172,124613.4,124584.07
35,28.000000000000004,5,13,0,0.2172,124581.4,124552.08
35,28.000000000000004,5,14,0,0.2172,124549.41,124520.08
35,28.000000000000004,5,15,0,0.2172,124517.41,124488.09
35,28.000000000000004,5,16,0,0.2172,124485.42,124456.09
35,28.000000000000004,6,17,0,0.2172,124453.43,124424.1
35,28.000000000000004,6,18,0,0.2172,124421.43,124392.1
35,28.000000000000004,5,19,0,0.2172,124389.44,124360.11
35,25.0,5,20,0,0.2172,124319.56,123553.55
35,25.0,6,21,0,0.2172,124287.56,123521.55
35,25.0,5,22,0,0.2172,124255.57,123489.56
35,25.0,5,23,0,0.2172,124223.57,123457.57
35,25.0,5,24,0,0.2172,124191.58,123425.57
35,25.0,5,25,0,0.2172,124159.58,123393.58
35,25.0,5,26,0,0.2172,124127.59,123361.58
35,25.0,5,27,0,0.2172,124095.59,123329.59
35,25.0,5,28,0,0.2172,124063.6,123297.59
35,25.0,5,29,0,0.2172,124031.61,123265.6
35,21.5,4,30,0,0.2323,123823.18,121603.1
