Iteration No,Coverage,No of connected components,Simulation time,No of drone failed,Network efficiency,Avg Energy (J),Min Energy (J)
40,40.0,5,0,0,0.1591,124968.01,124968.01
40,40.0,5,1,0,0.1591,124936.01,124936.01
40,40.0,5,2,0,0.1591,124904.02,124904.02
40,40.0,5,3,0,0.1591,124872.02,124872.02
40,40.0,5,4,0,0.1591,124840.03,124840.03
40,40.0,5,5,0,0.1591,124808.03,124808.03
40,40.0,5,6,0,0.1591,124776.04,124776.04
40,40.0,6,7,0,0.1591,124744.04,124744.04
40,40.0,5,8,0,0.1591,124712.05,124712.05
40,40.0,5,9,0,0.1591,124680.05,124680.05
40,41.5,6,10,0,0.1591,124583.93,123526.59
40,41.5,5,11,0,0.1591,124551.94,123494.59
40,41.5,5,12,0,0.1591,124519.94,123462.6
40,41.5,5,13,0,0.1591,124487.95,123430.6
40,41.5,6,14,0,0.1591,124455.95,123398.61
40,41.5,5,15,0,0.1591,124423.96,123366.62
40,41.5,5,16,0,0.1591,124391.96,123334.62
40,41.5,5,17,0,0.1591,124359.97,123302.63
40,41.5,5,18,0,0.1591,124327.98,123270.63
40,41.5,5,19,0,0.1591,124295.98,123238.64
40,41.5,5,20,0,0.1591,124293.31,123238.64
40,41.5,5,21,0,0.1591,124261.32,123206.64
40,41.5,5,22,0,0.1591,124229.33,123174.65
40,41.5,5,23,0,0.1591,124197.33,123142.65
40,41.5,5,24,0,0.1591,124165.34,123110.66
40,41.5,5,25,0,0.1591,124133.34,123078.66
40,41.5,5,26,0,0.1591,124101.35,123046.67
40,41.5,5,27,0,0.1591,124069.35,123014.68
40,41.5,5,28,0,0.1591,124037.36,122982.68
40,41.5,5,29,0,0.1591,124005.36,122950.69
40,41.5,5,30,0,0.1591,124002.7,122950.69
