Iteration No,Coverage,No of connected components,Simulation time,No of drone failed,Network efficiency,Avg Energy (J),Min Energy (J)
16,45.0,3,0,0,0.2879,124968.01,124968.01
16,45.0,3,1,0,0.2879,124936.01,124936.01
16,45.0,3,2,0,0.2879,124904.02,124904.02
16,45.0,3,3,0,0.2879,124872.02,124872.02
16,45.0,3,4,0,0.2879,124840.03,124840.03
16,45.0,3,5,0,0.2879,124808.03,124808.03
16,45.0,3,6,0,0.2879,124776.04,124776.04
16,45.0,3,7,0,0.2879,124744.04,124744.04
16,45.0,3,8,0,0.2879,124712.05,124712.05
16,45.0,3,9,0,0.2879,124680.05,124680.05
16,45.5,3,10,0,0.2955,124471.63,122179.0
16,45.5,4,11,0,0.2955,124439.64,122147.01
16,45.5,3,12,0,0.2955,124407.64,122115.01
16,45.5,3,13,0,0.2955,124375.65,122083.02
16,45.5,3,14,0,0.2955,124343.65,122051.03
16,45.5,4,15,0,0.2955,124311.66,122019.03
16,45.5,3,16,0,0.2955,124279.67,121987.04
16,45.5,3,17,0,0.2955,124247.67,121955.04
16,45.5,3,18,0,0.2955,124215.68,121923.05
16,45.5,3,19,0,0.2955,124183.68,121891.05
16,46.0,4,20,0,0.197,123975.26,121891.05
16,46.0,4,21,0,0.197,123943.27,121859.06
16,46.0,4,22,0,0.197,123911.27,121827.06
16,46.0,4,23,0,0.197,123879.28,121795.07
16,46.0,4,24,0,0.197,123847.28,121763.07
16,46.0,4,25,0,0.197,123815.29,121731.08
16,46.0,4,26,0,0.197,123783.29,121699.09
16,46.0,4,27,0,0.197,123751.3,121667.09
16,46.0,4,28,0,0.197,123719.3,121635.1
16,46.0,4,29,0,0.197,123687.31,121603.1
16,41.5,4,30,0,0.197,123617.43,121603.1
