iteration,timestamp,no_of_UAV,no_of_Fail_UAV,Coverage,network_efficiency,num_components
23,6,6,0,21.5,0.2667,3
23,7,6,0,18,0.4278,2
23,8,6,0,20,0.3333,3
23,9,6,0,24,0.5333,2
23,10,6,0,22.5,0.3556,2
23,11,7,0,31,0.3413,3
23,12,7,0,27.5,0.6786,1
23,13,7,0,25.5,0.2381,4
23,14,7,0,24,0.381,3
23,15,7,0,30.5,0.5397,2
23,16,8,0,32,0.3452,2
23,17,8,0,29.5,0.3929,2
23,18,8,0,29.5,0.3839,2
23,19,8,0,30,0.3214,3
23,20,8,0,32,0.5214,1
23,21,9,0,32,0.5694,2
23,22,9,0,32.5,0.6991,1
23,23,9,0,35.5,0.2454,4
23,24,9,0,32,0.7778,1
23,25,9,0,33,0.3704,3
23,26,10,0,39.5,0.6148,2
23,27,10,0,35.5,0.4833,2
23,28,10,0,33.5,0.3019,2
23,29,10,0,36.5,0.6074,2
23,30,10,0,32.5,0.5389,2
23,31,11,0,39,0.4812,2
23,32,11,0,38.5,0.5909,1
23,33,11,0,41,0.4106,3
23,34,11,0,32,0.5061,2
23,35,11,0,38,0.5727,2
23,36,12,0,39,0.3561,3
23,37,12,0,45.5,0.5449,1
23,38,12,0,43.5,0.4631,2
23,39,12,0,41,0.5707,1
23,40,12,0,36.5,0.3056,4
23,41,13,0,45,0.1895,5
23,42,13,0,39,0.5556,2
23,43,13,0,44,0.4209,3
23,44,13,0,37.5,0.5876,2
23,45,13,0,51,0.4765,2
24,0,5,0,18.5,1,1
24,1,5,0,21,0.4333,2
24,2,5,0,21,0.5,2
24,3,5,0,17,0.7833,1
24,4,5,0,23.5,0.1,4
24,5,5,0,21,0.4333,2
24,6,6,0,25.5,0.6,1
24,7,6,0,25,0.1333,4
24,8,6,0,27,0.2667,3
24,9,6,0,28,0.2333,3
24,10,6,0,23.5,0.1333,4
24,11,7,0,25.5,0.2381,3
24,12,7,0,22.5,0.381,2
24,13,7,0,22,0.5635,2
24,14,7,0,27.5,0.5952,2
24,15,7,0,23,0.3333,3
24,16,7,1,32.5,0.0952,5
24,17,7,1,25,0.4524,3
24,18,7,1,23.5,0.381,2
24,19,7,1,28,0.3532,2
24,20,7,1,28,0.4643,2
24,21,8,1,27.5,0.6131,1
24,22,8,1,28,0.256,4
24,23,8,1,36.5,0.0357,7
24,24,8,1,24.5,0.503,2
24,25,8,1,33.5,0.2857,3
24,26,9,1,32,0.3889,3
24,27,9,1,36.5,0.3958,3
24,28,9,1,33,0.1481,5
24,29,9,1,27,0.4444,2
24,30,9,1,38,0.4241,2
24,31,10,1,35,0.2815,4
24,32,10,1,37,0.5074,2
24,33,10,1,40,0.3904,2
24,34,10,1,32.5,0.3889,2
24,35,10,1,35.5,0.5074,2
24,36,11,1,36,0.6294,1
24,37,11,1,40.5,0.4739,2
24,38,11,1,43,0.3312,3
24,39,11,1,41,0.5382,1
24,40,11,1,42.5,0.2955,3
24,41,12,1,41.5,0.303,3
24,42,12,1,40,0.4598,2
24,43,12,1,45.5,0.4139,3
24,44,12,1,43,0.375,2
24,45,12,1,44,0.4747,3
25,0,5,0,21,1,2
25,1,5,0,23.5,0.1,4
25,2,5,0,18,0.55,2
25,3,5,0,20.5,0.2,3
25,4,5,0,23,0.4333,2
25,5,5,0,22.5,0.2,3
25,6,6,0,22,0.7444,1
25,7,6,0,26,0.3667,3
25,8,6,0,26.5,0.4889,2
25,9,6,0,22.5,0.2667,3
25,10,6,0,25,0.0667,5
25,11,7,0,22,0.6706,1
25,12,7,0,25.5,0.6151,1
25,13,7,0,26,0.5,2
25,14,7,0,25.5,0.2857,3
25,15,7,0,26,0.2857,3
25,16,8,0,28,0.0714,6
25,17,8,0,32.5,0.2649,3
25,18,8,0,25.5,0.3988,3
25,19,8,0,36,0.5595,2
25,20,8,0,35,0.6042,1
25,21,9,0,31.5,0.375,2
25,22,9,0,35,0.4907,2
25,23,9,0,34,0.3796,3
25,24,9,0,29,0.2639,3
25,25,9,0,37.5,0.3426,3
25,26,10,0,34,0.2556,3
25,27,10,0,35.5,0.4556,2
25,28,10,0,35.5,0.2926,3
25,29,10,0,36,0.5452,1
25,30,10,0,40.5,0.2296,3
25,31,11,0,38.5,0.4,3
25,32,10,1,40,0.487,2
25,33,10,1,40,0.5441,1
25,34,10,1,32,0.1333,6
25,35,10,1,33.5,0.4241,2
25,36,11,1,38.5,0.2818,4
25,37,11,1,40.5,0.4779,1
25,38,11,1,38.5,0.2818,3
25,39,11,1,40.5,0.3533,3
25,40,11,1,40,0.1879,5
25,41,12,1,49,0.2374,4
25,42,12,1,37.5,0.4722,2
25,43,12,1,36,0.3381,2
25,44,12,1,42,0.4217,3
25,45,12,1,42,0.327,3
26,0,5,0,17,1,2
26,1,5,0,20.5,0.25,3
26,2,5,0,22.5,0.25,3
26,3,5,0,21.5,0.25,3
26,4,5,0,19.5,0.3,3
26,5,5,0,18.5,0.6,2
26,6,6,0,23,0.6,2
26,7,6,0,24,0.1667,4
26,8,6,0,20,0.0667,5
26,9,6,0,24.5,0.3556,2
26,10,6,0,21.5,0.4278,2
26,11,7,0,22,0.381,3
26,12,7,0,28,0.381,3
26,13,7,0,31,0.5889,1
26,14,7,0,27.5,0.3968,2
26,15,7,0,24,0.4683,2
26,16,8,0,30,0.3631,3
26,17,8,0,31,0.5238,2
26,18,8,0,28.5,0.5875,1
26,19,8,0,36.5,0.3571,3
26,20,8,0,33,0.3393,3
26,21,9,0,31.5,0.2986,3
26,22,9,0,32.5,0.3056,3
26,23,9,0,30.5,0.25,4
26,24,9,0,32,0.3773,3
26,25,9,0,36,0.3657,2
26,26,10,0,32,0.2156,4
26,27,10,0,34.5,0.2748,4
26,28,10,0,37.5,0.2444,3
26,29,10,0,35,0.363,4
26,30,10,0,38.5,0.5515,1
26,31,11,0,39,0.3148,3
26,32,11,0,40.5,0.4621,2
26,33,11,0,35,0.2667,3
26,34,11,0,35,0.5512,1
26,35,11,0,36.5,0.4703,2
26,36,12,0,35.5,0.6098,1
26,37,12,0,35.5,0.5419,1
26,38,12,0,34.5,0.4381,2
26,39,12,0,41.5,0.5611,1
26,40,12,0,40.5,0.4376,2
26,41,13,0,46,0.4859,2
26,42,13,0,49.5,0.2504,3
26,43,13,0,45,0.2406,4
26,44,13,0,48,0.4232,2
26,45,13,0,40.5,0.3248,4
27,0,5,0,15,1,1
27,1,5,0,16.5,0.2,3
27,2,5,0,21,0.3,3
27,3,5,0,21,0.5,2
27,4,5,0,20.5,0.4333,2
27,5,5,0,19.5,0.4333,2
27,6,6,0,21.5,0.2667,3
27,7,6,0,23.5,0.1333,4
27,8,6,0,24.5,0.4889,2
27,9,6,0,23.5,0.3667,3
27,10,6,0,21.5,0.5667,2
27,11,7,0,25,0.3532,2
27,12,7,0,24.5,0.4286,2
27,13,7,0,21.5,0.4048,2
27,14,7,0,26,0.623,1
27,15,7,0,24.5,0.496,2
27,16,8,0,29,0.3244,3
27,17,8,0,24,0.3155,3
27,18,8,0,25.5,0.2143,3
27,19,8,0,29.5,0.2798,4
27,20,8,0,24,0.6012,2
27,21,9,0,31.5,0.1806,4
27,22,9,0,36,0.3329,3
27,23,9,0,36.5,0.213,4
27,24,9,0,39,0.206,4
27,25,9,0,30.5,0.2083,4
27,26,10,0,40,0.1889,4
27,27,10,0,38,0.6137,1
27,28,10,0,31.5,0.2519,4
27,29,10,0,35,0.1704,5
27,30,10,0,34,0.1444,5
27,31,11,0,39.5,0.3621,3
27,32,11,0,33.5,0.5636,2
27,33,11,0,35.5,0.3664,3
27,34,11,0,36,0.6606,1
27,35,11,0,36,0.4712,3
27,36,12,0,37,0.5972,1
27,37,12,0,44.5,0.4457,3
27,38,12,0,32.5,0.5909,1
27,39,12,0,41,0.4937,2
27,40,12,0,36,0.5667,1
27,41,13,0,40,0.5214,2
27,42,13,0,39,0.6186,1
27,43,13,0,38.5,0.4173,3
27,44,13,0,40,0.5577,2
27,45,13,0,45,0.4632,2
28,0,5,0,14,1,2
28,1,5,0,17,0.85,1
28,2,5,0,19.5,0.5,2
28,3,5,0,15.5,0.25,3
28,4,5,0,23,0.1,4
28,5,5,0,20.5,0.1,4
28,6,6,0,24.5,0.5667,2
28,7,6,0,23.5,0.3556,2
28,8,6,0,20.5,0.6333,1
28,9,6,0,24,0.2333,3
28,10,6,0,22.5,0.4889,2
28,11,7,0,27.5,0.3175,3
28,12,7,0,30.5,0.2381,4
28,13,7,0,25.5,0.3571,3
28,14,7,0,29.5,0.381,3
28,15,7,0,24,0.5635,2
28,16,8,0,31,0.6667,1
28,17,8,0,33,0.4286,3
28,18,8,0,29,0.625,2
28,19,8,0,30.5,0.7202,1
28,20,8,0,32,0.1429,5
28,21,9,0,25.5,0.537,2
28,22,9,0,29,0.4815,2
28,23,9,0,32,0.5741,2
28,24,8,1,26.5,0.4524,2
28,25,8,1,32.5,0.4464,3
28,26,9,1,28.5,0.2639,3
28,27,9,1,31.5,0.6065,1
28,28,9,1,31.5,0.5185,2
28,29,9,1,37,0.3889,3
28,30,9,1,29,0.1389,5
28,31,10,1,35,0.5726,1
28,32,10,1,34.5,0.5037,2
28,33,10,1,35.5,0.6815,1
28,34,10,1,33.5,0.1889,4
28,35,10,1,35,0.2111,5
28,36,11,1,37.5,0.1773,6
28,37,11,1,40,0.3303,3
28,38,11,1,37,0.4848,2
28,39,11,1,39,0.4297,2
28,40,11,1,38,0.6136,1
28,41,12,1,33.5,0.5432,1
28,42,12,1,41,0.428,2
28,43,12,1,37,0.5682,2
28,44,12,1,45.5,0.5381,1
28,45,12,1,41,0.2912,3
29,0,5,0,19,1,1
29,1,5,0,23,0.2,3
29,2,5,0,16,0.5,2
29,3,5,0,20.5,0.3,3
29,4,5,0,21.5,0.1,4
29,5,5,0,18,0.1,4
29,6,6,0,25.5,0.4,2
29,7,6,0,23,0.0667,5
29,8,6,0,29,0.2333,3
29,9,6,0,22,0.6889,1
29,10,6,0,26.5,0.3667,3
29,11,7,0,28,0.1429,4
29,12,7,0,29,0.3413,3
29,13,7,0,24,0.4143,2
29,14,7,0,21.5,0.3889,2
29,15,7,0,34.5,0.2063,4
29,16,8,0,28,0.5357,2
29,17,8,0,31.5,0.1786,4
29,18,8,0,28.5,0.6083,1
29,19,8,0,30.5,0.5595,2
29,20,8,0,30.5,0.125,5
29,21,9,0,35,0.369,2
29,22,9,0,35.5,0.4315,2
29,23,9,0,26.5,0.537,2
29,24,9,0,39,0.5023,2
29,25,9,0,32,0.6667,1
29,26,10,0,28,0.5963,2
29,27,10,0,42,0.5685,1
29,28,10,0,31.5,0.6889,1
29,29,10,0,38,0.5833,1
29,30,10,0,37.5,0.3889,4
29,31,11,0,38,0.4879,3
29,32,11,0,42.5,0.4848,2
29,33,11,0,38,0.4648,2
29,34,11,0,43.5,0.5785,1
29,35,11,0,39,0.1788,4
29,36,11,1,35,0.5924,1
29,37,11,1,40.5,0.4233,2
29,38,11,1,40.5,0.5885,1
29,39,11,1,41.5,0.3667,2
29,40,11,1,33,0.6027,1
29,41,12,1,41,0.5894,1
29,42,12,1,33.5,0.4634,2
29,43,12,1,36.5,0.5581,2
29,44,12,1,41,0.546,1
29,45,12,1,39.5,0.5303,1
30,0,5,0,20.5,1,1
30,1,5,0,23,0.1,4
30,2,5,0,18.5,0.4333,2
30,3,5,0,18,0.4333,2
30,4,5,0,18.5,0.7167,1
30,5,5,0,20,0.2,3
30,6,6,0,23,0.3333,3
30,7,6,0,21.5,0.2333,3
30,8,6,0,24.5,0.0667,5
30,9,6,0,24.5,0.1333,4
30,10,6,0,18,0.7,1
30,11,7,0,25.5,0.4524,2
30,12,7,0,29,0.5079,2
30,13,7,0,25.5,0.5635,2
30,14,7,0,24,0.254,3
30,15,7,0,26.5,0.3413,3
30,16,8,0,31,0.3464,2
30,17,8,0,27.5,0.4851,2
30,18,8,0,27.5,0.3036,3
30,19,8,0,29.5,0.5833,2
30,20,8,0,27.5,0.2143,4
30,21,9,0,34.5,0.5185,2
30,22,9,0,34,0.3657,3
30,23,9,0,34,0.2639,4
30,24,9,0,37,0.6481,1
30,25,9,0,28.5,0.5023,2
30,26,10,0,33,0.5515,1
30,27,10,0,34,0.4922,2
30,28,10,0,34,0.5185,2
30,29,10,0,36,0.4896,2
30,30,10,0,36.5,0.3333,4
30,31,11,0,43,0.1727,4
30,32,11,0,37,0.4042,3
30,33,11,0,37,0.3924,3
30,34,11,0,42,0.4545,3
30,35,11,0,37.5,0.5339,2
30,36,12,0,39.5,0.5033,2
30,37,12,0,43.5,0.376,3
30,38,12,0,41,0.3056,4
30,39,12,0,43.5,0.5166,1
30,40,12,0,41.5,0.5354,2
30,41,13,0,39.5,0.5451,1
30,42,13,0,45,0.5615,1
30,43,13,0,40,0.5267,2
30,44,13,0,48.5,0.2991,3
30,45,13,0,40,0.438,4
31,0,5,0,20.5,1,1
31,1,5,0,20.5,0.45,2
31,2,5,0,21.5,0,5
31,3,5,0,26.5,0.3,3
31,4,5,0,19.5,0.35,2
31,5,5,0,16,0.35,2
31,6,6,0,30.5,0.3333,3
31,7,6,0,22,0.2889,3
31,8,6,0,27,0.1333,4
31,9,6,0,21.5,0.4778,2
31,10,6,0,27.5,0.2889,3
31,11,7,0,26,0.0952,5
31,12,7,0,28,0.3889,2
31,13,7,0,27,0.4143,2
31,14,7,0,24.5,0.4643,2
31,15,7,0,33.5,0.2143,3
31,16,7,1,29,0.1429,4
31,17,7,1,23.5,0.2857,3
31,18,7,1,25.5,0.3492,3
31,19,7,1,27,0.5079,2
31,20,7,1,26,0.4048,3
31,21,8,1,33,0.125,5
31,22,8,1,30.5,0.7321,1
31,23,8,1,29,0.2143,4
31,24,8,1,24.5,0.4048,2
31,25,8,1,24.5,0.75,1
31,26,9,1,33.5,0.1806,4
31,27,9,1,33,0.3056,3
31,28,9,1,29.5,0.5796,1
31,29,9,1,39.5,0.3333,3
31,30,9,1,32,0.7222,1
31,31,10,1,43.5,0.5611,1
31,32,10,1,33,0.4833,2
31,33,10,1,35,0.3815,3
31,34,10,1,36.5,0.5352,1
31,35,10,1,34.5,0.3222,4
31,36,11,1,42.5,0.597,1
31,37,11,1,41.5,0.3467,2
31,38,11,1,40.5,0.5461,1
31,39,11,1,40,0.6606,1
31,40,11,1,38,0.2576,3
31,41,12,1,50,0.3081,4
31,42,12,1,43.5,0.2235,3
31,43,12,1,42.5,0.5258,2
31,44,12,1,44,0.3179,3
31,45,12,1,41.5,0.4197,2
32,0,5,0,12.5,1,1
32,1,5,0,21,0.25,3
32,2,5,0,23.5,0.8,1
32,3,5,0,14,0.75,1
32,4,5,0,20.5,0.35,2
32,5,5,0,24,0.25,3
32,6,6,0,22,0.3667,3
32,7,6,0,27.5,0.1333,4
32,8,6,0,24,0.4778,2
32,9,6,0,17,0.7444,1
32,10,6,0,27,0.4444,2
32,11,7,0,24.5,0.6508,1
32,12,7,0,26.5,0.3095,3
32,13,7,0,27,0.5635,2
32,14,7,0,25.5,0.1429,4
32,15,7,0,29,0.6508,1
32,16,8,0,29,0.1905,4
32,17,8,0,34,0.2649,3
32,18,8,0,29.5,0.4107,3
32,19,8,0,31,0.3214,3
32,20,8,0,29.5,0.5833,2
32,21,9,0,32,0.5139,2
32,22,9,0,31,0.4236,2
32,23,9,0,32,0.5694,2
32,24,9,0,38.5,0.4931,2
32,25,9,0,33,0.1806,5
32,26,10,0,40,0.5074,2
32,27,10,0,34.5,0.3326,3
32,28,10,0,42,0.4556,2
32,29,10,0,41.5,0.5593,2
32,30,10,0,30,0.5037,2
32,31,11,0,41,0.5785,1
32,32,11,0,36,0.5145,1
32,33,11,0,38,0.4233,2
32,34,11,0,37,0.4694,2
32,35,11,0,34.5,0.597,2
32,36,12,0,40,0.4596,2
32,37,12,0,46.5,0.5354,1
32,38,12,0,38,0.6187,1
32,39,12,0,40.5,0.5505,2
32,40,12,0,42,0.298,3
32,41,13,0,46.5,0.4912,2
32,42,13,0,46.5,0.4512,2
32,43,13,0,33.5,0.688,1
32,44,13,0,40,0.5417,2
32,45,13,0,50,0.3842,2
33,0,5,0,14.5,1,1
33,1,5,0,25,0.25,3
33,2,5,0,17.5,0.25,3
33,3,5,0,17.5,0.5,2
33,4,5,0,19,0.25,3
33,5,5,0,17,0.85,1
33,6,6,0,17,0.8333,1
33,7,6,0,23,0.4778,2
33,8,6,0,16,0.6,2
33,9,6,0,24.5,0.6056,1
33,10,6,0,18.5,0.2667,3
33,11,7,0,29,0.4762,2
33,12,7,0,26.5,0.4524,2
33,13,7,0,24,0.3571,2
33,14,7,0,24.5,0.381,2
33,15,7,0,22.5,0.4643,2
33,16,8,0,33,0.3185,2
33,17,8,0,32,0.1429,4
33,18,7,1,21,0.5079,2
33,19,7,1,25,0.4524,2
33,20,7,1,26.5,0.5714,2
33,21,8,1,27.5,0.375,2
33,22,8,1,28,0.6607,1
33,23,8,1,23,0.2143,4
33,24,8,1,28.5,0.625,1
33,25,8,1,26,0.2857,3
33,26,9,1,28.5,0.3819,2
33,27,9,1,33,0.5,2
33,28,9,1,34,0.3171,2
33,29,9,1,27.5,0.544,2
33,30,9,1,32.5,0.3963,2
33,31,10,1,33,0.5778,2
33,32,10,1,32,0.65,1
33,33,10,1,30.5,0.2667,3
33,34,10,1,29,0.6667,1
33,35,10,1,34.5,0.2519,3
33,36,11,1,34,0.5845,1
33,37,11,1,34,0.4127,3
33,38,11,1,35,0.5121,2
33,39,11,1,35.5,0.5724,1
33,40,11,1,37.5,0.5013,1
33,41,12,1,40,0.4222,2
33,42,12,1,39,0.5732,2
33,43,12,1,37.5,0.4899,3
33,44,12,1,41,0.4732,2
33,45,12,1,39,0.4947,2
34,0,5,0,19,1,1
34,1,5,0,17,0.6,2
34,2,5,0,17,0.4,2
34,3,5,0,26,0.2,3
34,4,5,0,14.5,0.55,2
34,5,5,0,24.5,0.5,2
34,6,6,0,22.5,0.2333,3
34,7,6,0,24.5,0.2333,3
34,8,6,0,28,0.5667,2
34,9,6,0,28,0.3333,2
34,10,6,0,25,0.2667,3
34,11,7,0,27.5,0.754,1
34,12,7,0,29.5,0.119,5
34,13,7,0,33.5,0.627,1
34,14,7,0,28,0.6429,2
34,15,7,0,29,0.3175,3
34,16,8,0,33,0.6113,1
34,17,8,0,34,0.6815,1
34,18,8,0,29.5,0.125,5
34,19,8,0,31.5,0.4851,2
34,20,8,0,27.5,0.4149,2
34,21,9,0,37.5,0.5981,1
34,22,9,0,38.5,0.6065,1
34,23,9,0,28,0.625,2
34,24,9,0,32,0.2222,5
34,25,9,0,34,0.6088,1
34,26,10,0,37,0.5204,2
34,27,10,0,42,0.47,2
34,28,10,0,38,0.4963,2
34,29,10,0,35,0.4,3
34,30,10,0,35.5,0.2963,3
34,31,11,0,37.5,0.6106,1
34,32,11,0,40.5,0.5336,1
34,33,11,0,39.5,0.5833,2
34,34,11,0,43.5,0.4618,2
34,35,11,0,43,0.347,2
34,36,12,0,37.5,0.5253,2
34,37,12,0,40.5,0.6894,1
34,38,12,0,43,0.4694,2
34,39,12,0,40.5,0.6263,1
34,40,12,0,41,0.5773,1
34,41,13,0,40,0.5731,1
34,42,13,0,47,0.5855,2
34,43,13,0,38.5,0.6677,1
34,44,13,0,44,0.461,1
34,45,13,0,40,0.5024,2
35,0,5,0,18.5,1,1
35,1,5,0,20.5,0.4333,2
35,2,5,0,22,0.1,4
35,3,5,0,19.5,0.4333,2
35,4,5,0,22.5,0.6667,1
35,5,5,0,20.5,0.2,3
35,6,6,0,29,0.2667,3
35,7,6,0,23.5,0.1333,4
35,8,6,0,27.5,0.4,2
35,9,6,0,24,0.2333,3
35,10,6,0,27,0.4444,2
35,11,7,0,27.5,0.254,3
35,12,7,0,29.5,0.4286,2
35,13,7,0,26.5,0.4762,2
35,14,7,0,30.5,0.381,3
35,15,7,0,31.5,0.3532,2
35,16,8,0,25,0.631,1
35,17,8,0,31,0.4107,2
35,18,8,0,24.5,0.3393,3
35,19,8,0,28.5,0.4702,2
35,20,8,0,28,0.4387,2
35,21,9,0,30,0.4097,3
35,22,9,0,30.5,0.412,3
35,23,9,0,32,0.4167,3
35,24,9,0,32,0.5648,2
35,25,9,0,34,0.3056,4
35,26,10,0,36.5,0.3859,3
35,27,10,0,34.5,0.1333,5
35,28,10,0,35,0.5915,1
35,29,10,0,39.5,0.2389,4
35,30,10,0,40.5,0.4748,2
35,31,11,0,32.5,0.5115,2
35,32,11,0,41.5,0.4658,2
35,33,11,0,39.5,0.4724,2
35,34,11,0,37.5,0.55,2
35,35,11,0,41.5,0.3364,4
35,36,12,0,37,0.4803,1
35,37,12,0,45.5,0.3662,3
35,38,12,0,41,0.5455,2
35,39,12,0,36.5,0.5336,1
35,40,12,0,43.5,0.4949,2
35,41,13,0,44,0.4551,3
35,42,13,0,41.5,0.6378,1
35,43,13,0,43,0.4444,2
35,44,13,0,40,0.5218,2
35,45,13,0,39.5,0.3453,3
36,0,5,0,16,1,2
36,1,5,0,25.5,0.4333,2
36,2,5,0,16,0.35,2
36,3,5,0,21.5,0.55,2
36,4,5,0,19.5,0.5,2
36,5,5,0,21.5,0.3,3
36,6,6,0,23.5,0.2667,3
36,7,6,0,23.5,0.7111,1
36,8,6,0,23.5,0.2333,3
36,9,6,0,25,0.7,1
36,10,6,0,20,0.6333,2
36,11,7,0,28,0.6349,1
36,12,7,0,26.5,0.2857,4
36,13,7,0,25.5,0.746,1
36,14,7,0,25.5,0.3532,2
36,15,7,0,27.5,0.3968,2
36,16,8,0,30.5,0.3185,2
36,17,8,0,30.5,0.2857,3
36,18,8,0,31.5,0.4417,2
36,19,8,0,25.5,0.7679,1
36,20,8,0,35.5,0.6339,1
36,21,9,0,40,0.2708,4
36,22,9,0,30.5,0.3935,2
36,23,9,0,33.5,0.5255,2
36,24,9,0,29.5,0.4731,2
36,25,9,0,34.5,0.6144,1
36,26,10,0,40.5,0.5774,1
36,27,10,0,42,0.4833,2
36,28,10,0,29.5,0.5944,1
36,29,10,0,33,0.7222,1
36,30,10,0,33.5,0.5281,1
36,31,11,0,37.5,0.3667,3
36,32,11,0,33,0.5955,2
36,33,11,0,41.5,0.597,1
36,34,11,0,42,0.587,1
36,35,11,0,41.5,0.6006,1
36,36,12,0,40,0.454,2
36,37,12,0,47,0.428,2
36,38,12,0,39,0.6616,1
36,39,12,0,34.5,0.6957,1
36,40,12,0,42.5,0.5535,1
36,41,13,0,41.5,0.6656,1
36,42,13,0,46,0.5019,2
36,43,13,0,48,0.4466,3
36,44,13,0,44,0.5573,1
36,45,13,0,43.5,0.4829,2
37,0,5,0,17.5,1,2
37,1,5,0,23.5,0.1,4
37,2,5,0,24.5,0.4333,2
37,3,5,0,23,0.25,3
37,4,5,0,21.5,0.7333,1
37,5,5,0,23.5,0.5,2
37,6,6,0,25,0.7444,1
37,7,6,0,33.5,0.2667,3
37,8,6,0,27.5,0.7111,1
37,9,6,0,27,0.4278,2
37,10,6,0,30,0.4333,2
37,11,7,0,31.5,0.1667,4
37,12,7,0,29,0.5992,1
37,13,7,0,24,0.2857,4
37,14,7,0,38,0.531,1
37,15,7,0,28,0.5873,2
37,16,8,0,35.5,0.5357,2
37,17,8,0,30,0.625,2
37,18,8,0,36.5,0.6756,1
37,19,8,0,32,0.2649,3
37,20,8,0,36,0.6994,1
37,21,9,0,34,0.6806,1
37,22,9,0,33.5,0.6144,1
37,23,9,0,36.5,0.456,2
37,24,9,0,35.5,0.5898,1
37,25,9,0,33.5,0.5741,2
37,26,10,0,36,0.3704,2
37,27,10,0,44.5,0.4958,1
37,28,10,0,35.5,0.4043,2
37,29,10,0,41.5,0.5907,1
37,30,10,0,44,0.3969,2
37,31,11,0,42.5,0.3539,3
37,32,11,0,37.5,0.6148,1
37,33,11,0,37,0.4394,2
37,34,11,0,39.5,0.6773,1
37,35,11,0,38.5,0.6173,1
37,36,12,0,44,0.6604,1
37,37,12,0,43.5,0.6907,1
37,38,12,0,44.5,0.6439,1
37,39,12,0,45.5,0.5384,2
37,40,12,0,43.5,0.5227,2
37,41,13,0,44,0.5353,2
37,42,13,0,48.5,0.6485,1
37,43,13,0,43.5,0.3654,4
37,44,13,0,45,0.5216,1
37,45,13,0,47,0.5583,1
38,0,5,0,11.5,1,1
38,1,5,0,24,0.2,3
38,2,5,0,22.5,0.5,2
38,3,5,0,17.5,0.5,2
38,4,5,0,23,0.3,3
38,5,5,0,18.5,0.4,2
38,6,6,0,25.5,0.3556,2
38,7,6,0,24,0.3333,3
38,8,6,0,22,0.3333,3
38,9,6,0,22.5,0.2667,3
38,10,6,0,23.5,0.2,4
38,11,7,0,25.5,0.5238,2
38,12,7,0,23.5,0.4643,2
38,13,7,0,22,0.373,3
38,14,7,0,20,0.5238,2
38,15,7,0,22,0.7381,1
38,16,8,0,27,0.6054,1
38,17,8,0,29,0.2321,3
38,18,8,0,27.5,0.4643,2
38,19,8,0,35,0.2321,4
38,20,8,0,28.5,0.494,2
38,21,9,0,32.5,0.3287,4
38,22,9,0,29.5,0.4907,2
38,23,9,0,31,0.5,2
38,24,9,0,37,0.206,4
38,25,8,1,31.5,0.25,3
38,26,9,1,30.5,0.4306,3
38,27,9,1,31,0.4722,2
38,28,9,1,26.5,0.5278,2
38,29,9,1,31,0.7315,1
38,30,9,1,28,0.7639,1
38,31,10,1,33,0.2296,4
38,32,10,1,32.5,0.3519,2
38,33,10,1,31.5,0.563,2
38,34,10,1,38,0.2741,4
38,35,10,1,30.5,0.5741,2
38,36,11,1,39.5,0.5458,1
38,37,11,1,34,0.3864,3
38,38,11,1,30.5,0.3961,3
38,39,11,1,35.5,0.3861,3
38,40,11,1,38,0.6248,1
38,41,12,1,33,0.4013,2
38,42,12,1,42.5,0.4682,2
38,43,12,1,43,0.5455,2
38,44,12,1,40,0.4429,2
38,45,12,1,38.5,0.5492,2
39,0,5,0,18,1,2
39,1,5,0,14.5,0.5,2
39,2,5,0,22.5,0.2,3
39,3,5,0,19,0.4,2
39,4,5,0,25,0.1,4
39,5,5,0,18.5,0.7167,1
39,6,6,0,23.5,0.3667,2
39,7,6,0,26,0.5222,2
39,8,6,0,27.5,0.4778,2
39,9,6,0,27,0.0667,5
39,10,6,0,22,0.4,2
39,11,7,0,27,0.2381,4
39,12,7,0,26,0.373,3
39,13,7,0,28.5,0.5635,2
39,14,7,0,31,0.4524,2
39,15,7,0,32,0.1667,4
39,16,8,0,30,0.4149,2
39,17,8,0,31,0.2143,4
39,18,8,0,25,0.3929,2
39,19,8,0,31.5,0.375,3
39,20,8,0,34.5,0.3363,2
39,21,9,0,33,0.2269,4
39,22,9,0,32.5,0.4676,2
39,23,9,0,37,0.3218,2
39,24,9,0,37,0.206,4
39,25,9,0,36.5,0.1806,4
39,26,10,0,38,0.463,2
39,27,10,0,40,0.6519,1
39,28,10,0,32.5,0.3352,3
39,29,10,0,43,0.4274,2
39,30,10,0,38.5,0.5719,1
39,31,11,0,40.5,0.2212,4
39,32,11,0,32.5,0.6727,1
39,33,11,0,35,0.6064,1
39,34,11,0,40,0.4618,2
39,35,11,0,41.5,0.43,2
39,36,12,0,40.5,0.4962,3
39,37,12,0,43,0.3106,3
39,38,12,0,48.5,0.5508,1
39,39,12,0,37.5,0.452,3
39,40,12,0,42,0.5215,2
39,41,13,0,45.5,0.5359,1
39,42,13,0,49,0.508,1
39,43,13,0,43,0.6154,1
39,44,13,0,46.5,0.486,1
39,45,13,0,42,0.4876,2
40,0,5,0,16.5,1,2
40,1,5,0,25,0.1,4
40,2,5,0,21,0,5
40,3,5,0,19.5,0.1,4
40,4,5,0,20.5,0.25,3
40,5,5,0,20.5,0,5
40,6,6,0,24.5,0.4889,2
40,7,6,0,20,0.6556,1
40,8,6,0,19,0.1333,4
40,9,6,0,19,0.1333,4
