iteration,timestamp,no_of_UAV,no_of_Fail_UAV,Coverage,network_efficiency,num_components
9,47,14,0,79.0,0.6319,1
9,48,14,0,89.0,0.6044,2
9,49,14,0,82.5,0.5504,2
9,50,15,0,84.5,0.6508,1
9,51,14,1,89.5,0.6611,1
9,52,13,2,82.0,0.6777,1
9,53,12,3,76.5,0.6421,1
9,54,11,4,77.5,0.6566,1
9,55,11,5,93.5,0.6553,1
9,56,11,5,83.0,0.7515,1
9,57,11,5,82.0,0.6303,2
9,58,11,5,90.5,0.7606,1
9,59,10,6,87.0,0.7455,1
9,60,11,6,79.5,0.6258,1
9,61,10,7,84.0,0.6242,2
9,62,9,8,59.5,0.6375,1
9,63,9,8,65.5,0.6806,1
9,64,9,8,78.5,0.7037,1
9,65,10,8,67.0,0.7407,1
9,66,10,8,73.0,0.7741,1
9,67,10,8,75.0,0.8222,1
9,68,10,8,70.5,0.6759,1
9,69,9,9,64.5,0.763,1
9,70,10,9,58.5,0.7519,1
9,71,10,9,61.0,0.7222,1
9,72,10,9,67.0,0.8037,1
9,73,10,9,80.5,0.7667,1
9,74,10,9,83.0,0.763,1
9,75,10,9,62.5,0.5793,1
10,0,5,0,18.5,1.0,2
10,1,5,0,33.0,0.2,3
10,2,5,0,42.5,0.35,2
10,3,5,0,46.5,0.7167,1
10,4,5,0,44.0,0.4333,2
10,5,6,0,61.5,0.3667,3
10,6,6,0,49.5,0.8222,1
10,7,6,0,62.0,0.8333,1
10,8,6,0,67.5,0.8333,1
10,9,6,0,62.5,0.7222,1
10,10,7,0,59.0,0.6667,2
10,11,7,0,78.5,0.8333,1
10,12,7,0,60.0,0.6706,1
10,13,7,0,69.0,0.7698,1
10,14,7,0,66.0,0.8254,1
10,15,8,0,4.0,0.6756,1
10,16,8,0,9.5,0.3839,2
10,17,8,0,37.5,0.4643,2
10,18,8,0,46.0,0.3482,3
10,19,8,0,39.0,0.3155,3
10,20,9,0,51.0,0.437,2
10,21,9,0,59.5,0.5509,2
10,22,9,0,54.5,0.4523,2
10,23,9,0,60.5,0.6319,1
10,24,9,0,66.5,0.713,1
10,25,10,0,74.0,0.6185,1
10,26,10,0,70.5,0.7778,1
10,27,10,0,70.5,0.6185,1
10,28,10,0,72.0,0.7519,1
10,29,10,0,62.0,0.7037,1
10,30,11,0,53.0,0.5279,1
10,31,11,0,81.0,0.6652,1
10,32,11,0,85.5,0.7394,1
10,33,11,0,86.5,0.7061,1
10,34,11,0,87.5,0.7697,1
10,35,12,0,83.0,0.702,1
10,36,12,0,83.5,0.6831,1
10,37,12,0,82.0,0.7348,1
10,38,12,0,88.5,0.7146,1
10,39,12,0,94.5,0.6692,1
10,40,13,0,90.5,0.6838,1
10,41,13,0,75.5,0.6688,1
10,42,13,0,92.0,0.7265,1
10,43,13,0,92.0,0.7329,1
10,44,13,0,93.0,0.7009,1
10,45,14,0,33.0,0.494,2
10,46,14,0,55.5,0.5918,1
10,47,14,0,69.5,0.5811,1
10,48,14,0,79.5,0.6593,1
10,49,14,0,82.5,0.6762,1
10,50,15,0,91.5,0.6206,1
10,51,14,1,84.0,0.5865,2
10,52,13,2,89.0,0.5806,2
10,53,13,2,88.5,0.6677,1
10,54,13,2,85.5,0.6581,1
10,55,12,4,91.5,0.6934,1
10,56,10,6,86.0,0.6705,1
10,57,10,6,75.0,0.8,1
10,58,10,6,81.5,0.7815,1
10,59,10,6,74.5,0.7667,1
10,60,10,7,61.5,0.6264,1
10,61,10,7,70.5,0.6611,1
10,62,10,7,77.0,0.5852,2
10,63,10,7,70.5,0.6019,2
10,64,10,7,67.0,0.6581,1
10,65,11,7,80.5,0.5348,2
10,66,11,7,84.0,0.6061,2
10,67,11,7,72.0,0.7136,1
10,68,11,7,81.5,0.7818,1
10,69,11,7,78.5,0.6788,1
10,70,12,7,92.5,0.7298,1
10,71,10,9,82.0,0.7222,1
10,72,10,9,79.0,0.7815,1
10,73,10,9,75.0,0.7037,1
10,74,10,9,85.0,0.7444,1
10,75,10,9,69.0,0.5704,2
11,0,5,0,29.0,1.0,3
11,1,5,0,23.5,0.3,3
11,2,5,0,43.5,0.25,3
11,3,5,0,48.5,0.6667,1
11,4,5,0,48.5,0.4333,2
11,5,6,0,47.0,0.5222,2
11,6,6,0,62.0,0.6833,1
11,7,6,0,65.5,0.8,1
11,8,6,0,57.5,0.9,1
11,9,6,0,57.5,0.9333,1
11,10,7,0,70.0,0.7698,1
11,11,7,0,61.0,0.746,1
11,12,7,0,74.0,0.8571,1
11,13,7,0,79.0,0.8095,1
11,14,7,0,78.0,0.7857,1
11,15,8,0,13.0,0.3393,3
11,16,8,0,25.0,0.3393,4
11,17,8,0,51.0,0.1429,5
11,18,8,0,33.0,0.4345,2
11,19,8,0,50.0,0.6726,1
11,20,9,0,59.5,0.4352,2
11,21,9,0,62.5,0.75,1
11,22,9,0,68.0,0.6204,2
11,23,9,0,72.0,0.7222,1
11,24,9,0,65.0,0.6481,2
11,25,10,0,77.0,0.45,2
11,26,10,0,81.5,0.5204,2
11,27,10,0,77.0,0.6444,1
11,28,10,0,75.5,0.4804,2
11,29,10,0,82.0,0.5704,2
11,30,11,0,24.5,0.403,4
11,31,11,0,44.0,0.5282,1
11,32,11,0,65.0,0.6606,1
11,33,11,0,73.0,0.6939,1
11,34,11,0,88.5,0.6424,1
11,35,12,0,76.5,0.678,1
11,36,12,0,75.5,0.6869,1
11,37,12,0,71.5,0.7045,1
11,38,12,0,91.0,0.6654,1
11,39,12,0,85.0,0.7551,1
11,40,13,0,91.5,0.7244,1
11,41,13,0,89.0,0.7051,1
11,42,13,0,95.0,0.6902,1
11,43,13,0,92.5,0.6763,1
11,44,13,0,88.0,0.7094,1
11,45,14,0,26.5,0.4799,3
11,46,14,0,41.0,0.4451,3
11,47,14,0,68.0,0.5678,2
11,48,14,0,82.0,0.5357,2
11,49,14,0,85.5,0.544,2
11,50,15,0,90.5,0.6106,1
11,51,15,0,92.0,0.6889,1
11,52,14,1,94.0,0.7159,1
11,53,12,3,99.0,0.6905,1
11,54,11,4,91.0,0.7247,1
11,55,11,5,81.0,0.5328,3
11,56,11,5,91.5,0.6727,1
11,57,11,5,90.5,0.7061,1
11,58,11,5,86.5,0.7242,1
11,59,11,5,84.5,0.7667,1
11,60,11,6,71.0,0.6641,1
11,61,11,6,56.5,0.64,1
11,62,11,6,75.5,0.6879,1
11,63,10,7,89.0,0.697,1
11,64,10,7,88.5,0.7222,1
11,65,11,7,87.0,0.6818,1
11,66,10,8,85.5,0.7593,1
11,67,10,8,78.0,0.7704,1
11,68,10,8,89.0,0.6963,1
11,69,10,8,72.5,0.7926,1
11,70,11,8,81.5,0.7667,1
11,71,10,9,82.0,0.6879,1
11,72,10,9,75.5,0.8111,1
11,73,10,9,80.0,0.7407,1
11,74,10,9,83.5,0.7593,1
11,75,10,9,79.5,0.663,1
12,0,5,0,0.0,1.0,1
12,1,5,0,26.5,0.6,2
12,2,5,0,42.5,0.7333,1
12,3,5,0,51.0,0.5,2
12,4,5,0,52.0,0.7333,1
12,5,6,0,49.5,0.7,1
12,6,6,0,53.5,0.9667,1
12,7,6,0,70.5,0.7667,1
12,8,6,0,61.5,0.9,1
12,9,6,0,55.0,0.9,1
12,10,7,0,61.0,0.8492,1
12,11,7,0,70.5,0.9048,1
12,12,7,0,72.0,0.746,1
12,13,7,0,69.5,0.7222,1
12,14,7,0,68.5,0.7143,1
12,15,8,0,3.0,0.5536,2
12,16,8,0,14.5,0.5595,2
12,17,8,0,31.0,0.5119,2
12,18,8,0,45.5,0.6399,1
12,19,8,0,51.0,0.7262,1
12,20,9,0,54.5,0.8194,1
12,21,9,0,54.0,0.6898,1
12,22,9,0,48.5,0.7639,1
12,23,9,0,55.0,0.8009,1
12,24,9,0,57.5,0.8009,1
12,25,10,0,76.5,0.6167,1
12,26,10,0,80.0,0.6315,1
12,27,10,0,80.5,0.7037,1
12,28,10,0,69.5,0.7704,1
12,29,10,0,78.0,0.6074,2
12,30,11,0,45.5,0.4818,2
12,31,11,0,71.0,0.553,2
12,32,11,0,76.5,0.5939,2
12,33,11,0,89.5,0.7636,1
12,34,11,0,80.0,0.6258,1
12,35,12,0,88.0,0.7071,1
12,36,12,0,88.0,0.6843,1
12,37,12,0,87.0,0.75,1
12,38,12,0,86.5,0.7273,1
12,39,12,0,86.0,0.7273,1
12,40,13,0,90.0,0.7094,1
12,41,13,0,90.5,0.7479,1
12,42,13,0,89.5,0.6966,1
12,43,13,0,86.0,0.6517,1
12,44,13,0,98.0,0.7201,1
12,45,14,0,38.5,0.4361,2
12,46,14,0,63.5,0.4604,2
12,47,14,0,79.0,0.5498,1
12,48,14,0,85.0,0.57,2
12,49,14,0,89.0,0.6007,2
12,50,15,0,91.5,0.5722,2
12,51,15,0,87.5,0.669,1
12,52,15,0,99.5,0.6968,1
12,53,14,1,94.5,0.6841,1
12,54,13,2,92.5,0.6832,1
12,55,13,3,96.0,0.6081,2
12,56,12,4,86.0,0.6709,1
12,57,11,5,86.5,0.6465,1
12,58,11,5,85.0,0.7121,1
12,59,10,6,87.0,0.7152,1
12,60,11,6,60.5,0.5742,2
12,61,11,6,74.0,0.6415,1
12,62,11,6,71.0,0.7121,1
12,63,11,6,74.0,0.5348,2
12,64,11,6,65.5,0.5652,2
12,65,12,6,74.5,0.6667,1
12,66,11,7,77.5,0.6439,1
12,67,11,7,70.5,0.7848,1
12,68,11,7,79.5,0.7394,1
12,69,10,8,80.5,0.6909,1
12,70,11,8,77.5,0.6788,1
12,71,11,8,75.0,0.6394,2
12,72,11,8,76.0,0.7121,1
12,73,11,8,80.5,0.703,1
12,74,11,8,83.5,0.7091,1
12,75,11,8,85.5,0.6576,1
13,0,5,0,5.0,1.0,2
13,1,5,0,22.0,0.4,2
13,2,5,0,58.5,0.85,1
13,3,5,0,64.5,0.6417,1
13,4,5,0,49.0,0.95,1
13,5,6,0,59.5,0.7111,1
13,6,6,0,66.5,0.9,1
13,7,6,0,63.5,0.9,1
13,8,6,0,54.0,0.7778,1
13,9,6,0,61.0,0.4778,2
13,10,7,0,76.5,0.7778,1
13,11,7,0,61.0,0.754,1
13,12,7,0,69.0,0.8333,1
13,13,7,0,72.0,0.8095,1
13,14,7,0,68.5,0.9048,1
13,15,8,0,19.5,0.4655,2
13,16,8,0,45.5,0.2857,3
13,17,8,0,48.0,0.3571,3
13,18,8,0,53.0,0.6012,1
13,19,8,0,64.5,0.6667,1
13,20,9,0,63.0,0.5741,2
13,21,9,0,76.5,0.7778,1
13,22,9,0,80.0,0.7778,1
13,23,9,0,67.5,0.7593,1
13,24,9,0,71.0,0.713,1
13,25,10,0,76.0,0.6222,2
13,26,10,0,80.0,0.7204,1
13,27,10,0,85.0,0.7,1
13,28,10,0,79.5,0.6852,1
13,29,10,0,93.0,0.7704,1
13,30,11,0,56.5,0.5379,2
13,31,11,0,73.0,0.5197,2
13,32,11,0,75.5,0.6879,1
13,33,11,0,79.5,0.6273,1
13,34,11,0,91.5,0.7394,1
13,35,12,0,71.0,0.6313,1
13,36,12,0,87.5,0.6389,1
13,37,12,0,89.5,0.6818,1
13,38,12,0,91.0,0.7652,1
13,39,12,0,91.0,0.7727,1
13,40,13,0,89.5,0.6966,1
13,41,13,0,95.0,0.7265,1
13,42,13,0,92.0,0.7009,1
13,43,13,0,89.5,0.7115,1
13,44,12,1,83.5,0.7525,1
13,45,13,1,47.5,0.4209,3
13,46,13,1,62.5,0.6047,1
13,47,13,1,67.0,0.5974,1
13,48,13,1,88.0,0.688,1
13,49,13,1,89.5,0.6816,1
13,50,14,1,91.5,0.6593,1
13,51,14,1,83.5,0.6703,1
13,52,10,5,83.0,0.7051,1
13,53,9,6,69.5,0.7667,1
13,54,9,6,71.0,0.6921,1
13,55,10,6,63.5,0.6407,2
13,56,10,6,84.5,0.7333,1
13,57,10,6,87.0,0.8222,1
13,58,9,7,84.0,0.7667,1
13,59,9,7,81.5,0.7315,1
13,60,10,7,63.5,0.4544,2
13,61,10,7,76.5,0.6359,1
13,62,10,7,71.0,0.6148,2
13,63,10,7,75.0,0.5648,2
13,64,10,7,74.0,0.5278,2
13,65,11,7,80.5,0.6303,2
13,66,10,8,79.5,0.5926,2
13,67,10,8,69.5,0.7278,1
13,68,9,9,85.0,0.6556,1
13,69,9,9,68.5,0.6875,1
13,70,10,9,74.5,0.6463,1
13,71,10,9,76.0,0.6981,1
13,72,9,10,76.0,0.6674,1
13,73,9,10,75.0,0.6944,1
13,74,9,10,65.5,0.7315,1
13,75,9,10,76.0,0.706,1
14,0,5,0,4.5,1.0,1
14,1,5,0,32.5,0.25,3
14,2,5,0,35.5,0.2,3
14,3,5,0,38.0,0.35,2
14,4,5,0,33.5,0.4,2
14,5,6,0,48.5,0.5667,2
14,6,6,0,44.5,0.3333,3
14,7,6,0,48.5,0.2889,3
14,8,6,0,53.5,0.3333,3
14,9,6,0,52.5,0.5667,2
14,10,7,0,69.0,0.8095,1
14,11,7,0,62.0,0.6667,2
14,12,7,0,62.5,0.7698,1
14,13,7,0,66.5,0.8095,1
14,14,7,0,67.0,0.8333,1
14,15,8,0,19.0,0.5119,2
14,16,8,0,21.0,0.2679,3
14,17,8,0,28.5,0.5333,1
14,18,8,0,29.5,0.625,2
14,19,8,0,57.5,0.4643,2
14,20,9,0,55.0,0.4306,3
14,21,9,0,63.5,0.6875,1
14,22,9,0,73.0,0.669,1
14,23,9,0,78.0,0.787,1
14,24,9,0,72.5,0.8565,1
14,25,10,0,87.0,0.7704,1
14,26,10,0,79.0,0.7778,1
14,27,10,0,80.5,0.7889,1
14,28,10,0,90.0,0.737,1
14,29,10,0,72.5,0.7259,1
14,30,11,0,49.5,0.6182,2
14,31,11,0,52.0,0.6152,2
14,32,11,0,58.0,0.7136,1
14,33,11,0,75.5,0.6561,1
14,34,11,0,81.5,0.7242,1
14,35,12,0,92.5,0.7121,1
14,36,12,0,89.5,0.7045,1
14,37,12,0,84.0,0.7348,1
14,38,12,0,81.0,0.6568,1
14,39,12,0,89.0,0.7247,1
14,40,13,0,91.0,0.6688,1
14,41,13,0,89.5,0.7158,1
14,42,13,0,95.0,0.7671,1
14,43,13,0,88.5,0.5951,1
14,44,13,0,88.5,0.5844,2
14,45,14,0,53.0,0.3654,3
14,46,14,0,49.0,0.7033,1
14,47,14,0,72.0,0.5668,1
14,48,14,0,80.0,0.6273,1
14,49,14,0,76.0,0.5694,1
14,50,15,0,84.5,0.6508,1
14,51,15,0,81.0,0.6389,1
14,52,14,1,97.0,0.681,1
14,53,13,2,79.0,0.6255,1
14,54,13,2,92.0,0.7222,1
14,55,13,3,95.0,0.6374,1
14,56,12,4,85.5,0.6506,1
14,57,11,5,82.5,0.6275,1
14,58,11,5,83.0,0.6606,1
14,59,10,6,72.5,0.6204,1
14,60,11,6,69.0,0.5015,2
14,61,10,7,69.5,0.6227,1
14,62,9,8,66.0,0.5704,2
14,63,9,8,73.0,0.6667,1
14,64,9,8,79.5,0.6019,2
14,65,10,8,80.0,0.563,2
14,66,10,8,77.5,0.6852,2
14,67,10,8,76.5,0.5481,2
14,68,10,8,71.5,0.6519,2
14,69,9,9,88.5,0.7037,1
14,70,10,9,69.5,0.7741,1
14,71,10,9,86.5,0.7259,1
14,72,9,10,81.5,0.7704,1
14,73,9,10,72.0,0.7315,1
14,74,9,10,79.0,0.7824,1
14,75,9,10,71.5,0.7083,1
15,0,5,0,26.0,1.0,2
15,1,5,0,42.5,0.25,3
15,2,5,0,52.0,0.6,2
15,3,5,0,48.5,0.7333,1
15,4,5,0,60.0,0.6667,1
15,5,6,0,61.5,0.8333,1
15,6,6,0,61.5,0.9,1
15,7,6,0,62.0,0.7333,1
15,8,6,0,68.0,0.8,1
15,9,6,0,56.5,0.8333,1
15,10,7,0,60.0,0.7698,1
15,11,7,0,68.0,0.8254,1
15,12,7,0,69.0,0.8333,1
15,13,7,0,60.5,0.9286,1
15,14,7,0,62.5,0.8571,1
15,15,8,0,9.0,0.7381,1
15,16,8,0,42.0,0.3571,3
15,17,8,0,52.0,0.5786,1
15,18,8,0,51.0,0.5268,2
15,19,8,0,58.0,0.6845,1
15,20,9,0,61.5,0.7685,1
15,21,9,0,60.5,0.7824,1
15,22,9,0,83.5,0.6921,1
15,23,9,0,82.5,0.7037,1
15,24,9,0,76.5,0.8009,1
15,25,9,1,81.0,0.7361,1
15,26,9,1,73.0,0.7824,1
15,27,9,1,71.5,0.8472,1
15,28,9,1,79.0,0.7639,1
15,29,9,1,73.5,0.7176,1
15,30,10,1,28.5,0.6481,1
15,31,10,1,63.0,0.7852,1
15,32,10,1,61.5,0.6526,1
15,33,10,1,77.0,0.5259,2
15,34,10,1,73.5,0.5296,2
15,35,11,1,78.5,0.6636,1
15,36,11,1,86.0,0.6576,1
15,37,11,1,88.0,0.703,1
15,38,11,1,81.5,0.6939,1
15,39,11,1,89.5,0.6667,1
15,40,12,1,90.0,0.7197,1
15,41,12,1,84.5,0.7525,1
15,42,12,1,88.5,0.697,1
15,43,12,1,90.0,0.7121,1
15,44,12,1,82.5,0.6515,1
15,45,13,1,39.0,0.5066,1
15,46,13,1,57.5,0.4915,3
15,47,13,1,77.0,0.6496,1
15,48,13,1,86.0,0.5902,1
15,49,13,1,82.5,0.5581,2
15,50,14,1,85.5,0.6099,2
15,51,14,1,84.5,0.6886,1
15,52,14,1,96.5,0.6777,1
15,53,13,2,82.5,0.5723,2
15,54,12,3,86.0,0.6709,1
15,55,13,3,91.5,0.6592,1
15,56,12,4,86.5,0.6677,1
15,57,12,4,87.0,0.7298,1
15,58,11,5,84.5,0.7071,1
15,59,10,6,72.0,0.7515,1
15,60,11,6,71.5,0.5485,1
15,61,11,6,54.5,0.5615,1
15,62,11,6,62.0,0.6152,1
15,63,11,6,71.5,0.5576,2
15,64,10,7,75.5,0.5985,2
15,65,11,7,76.5,0.6485,1
15,66,10,8,73.5,0.6818,1
15,67,10,8,62.5,0.5648,2
15,68,10,8,78.0,0.6611,1
15,69,10,8,73.0,0.6667,1
15,70,11,8,76.0,0.7545,1
15,71,11,8,90.0,0.7091,1
15,72,11,8,73.0,0.6521,1
15,73,11,8,91.5,0.6758,1
15,74,11,8,74.5,0.7848,1
15,75,10,9,72.5,0.6894,1
16,0,5,0,22.0,1.0,2
16,1,5,0,36.0,0.5,2
16,2,5,0,51.0,0.6667,1
16,3,5,0,45.5,0.95,1
16,4,5,0,48.5,0.9,1
16,5,6,0,64.5,0.4444,2
16,6,6,0,59.0,0.7111,1
16,7,6,0,68.5,0.7111,1
16,8,6,0,67.0,0.8667,1
16,9,6,0,68.0,0.7667,1
16,10,7,0,63.5,0.3571,2
16,11,7,0,49.5,0.7381,1
16,12,7,0,56.5,0.7937,1
16,13,7,0,70.5,0.8016,1
16,14,7,0,67.5,0.8333,1
16,15,8,0,14.5,0.5268,2
16,16,8,0,29.5,0.75,1
16,17,8,0,39.5,0.5417,2
16,18,8,0,45.5,0.2917,3
16,19,8,0,56.5,0.5774,2
16,20,9,0,61.5,0.7315,1
16,21,9,0,66.5,0.7037,1
16,22,9,0,70.5,0.7778,1
16,23,9,0,67.0,0.7176,1
16,24,9,0,71.5,0.6296,2
16,25,10,0,81.0,0.7741,1
16,26,10,0,78.0,0.7444,1
16,27,10,0,85.0,0.7444,1
16,28,10,0,88.5,0.7593,1
16,29,10,0,85.0,0.6889,1
16,30,11,0,56.0,0.4439,3
16,31,11,0,68.5,0.5591,1
16,32,11,0,75.0,0.5342,1
16,33,11,0,67.0,0.5909,2
16,34,11,0,81.0,0.6606,1
16,35,12,0,83.5,0.6035,2
16,36,12,0,94.5,0.6995,1
16,37,12,0,93.5,0.6793,1
16,38,12,0,82.5,0.6591,1
16,39,12,0,82.0,0.6098,1
16,40,13,0,83.0,0.5363,2
16,41,13,0,87.0,0.6357,1
16,42,13,0,85.5,0.687,1
16,43,13,0,90.0,0.6752,1
16,44,13,0,91.0,0.6709,1
16,45,14,0,31.5,0.5146,1
16,46,14,0,62.5,0.5908,1
16,47,14,0,74.0,0.6044,2
16,48,14,0,69.5,0.641,1
16,49,14,0,69.5,0.6484,1
16,50,15,0,81.0,0.6754,1
16,51,15,0,80.5,0.6944,1
16,52,14,1,92.0,0.6413,1
16,53,12,3,83.5,0.6218,1
16,54,11,4,74.0,0.6768,1
16,55,11,5,80.5,0.7096,1
16,56,11,5,74.5,0.6621,1
16,57,11,5,85.0,0.7121,1
16,58,11,5,84.5,0.7515,1
16,59,11,5,80.5,0.7182,1
16,60,11,6,72.5,0.649,1
16,61,11,6,60.0,0.7576,1
16,62,10,7,77.5,0.6561,1
16,63,10,7,78.0,0.5778,2
16,64,10,7,65.0,0.6778,2
16,65,11,7,80.0,0.7,1
16,66,11,7,64.0,0.7697,1
16,67,11,7,79.5,0.6727,1
16,68,11,7,78.5,0.7182,1
16,69,10,8,77.5,0.7273,1
16,70,11,8,76.5,0.6788,1
16,71,11,8,79.5,0.6894,1
16,72,11,8,73.0,0.7273,1
16,73,11,8,78.5,0.7394,1
16,74,11,8,76.5,0.6909,1
16,75,11,8,68.5,0.6324,1
17,0,5,0,0.0,1.0,2
17,1,5,0,11.5,0.6417,1
17,2,5,0,37.5,0.5,2
17,3,5,0,55.0,0.85,1
17,4,5,0,63.0,0.4,2
17,5,6,0,58.0,0.2667,3
17,6,6,0,67.0,0.7556,1
17,7,6,0,69.5,0.7444,1
17,8,6,0,65.5,0.8667,1
17,9,6,0,59.0,0.9333,1
17,10,7,0,52.0,0.619,2
17,11,7,0,69.0,0.6429,2
17,12,7,0,63.5,0.881,1
17,13,7,0,72.5,0.8333,1
17,14,7,0,73.5,0.7857,1
17,15,8,0,0.5,0.4655,2
17,16,8,0,19.0,0.3036,3
17,17,8,0,23.0,0.5119,2
17,18,8,0,33.0,0.6905,1
17,19,8,0,53.5,0.7857,1
17,20,9,0,55.0,0.669,1
17,21,9,0,70.0,0.713,1
17,22,9,0,68.0,0.8009,1
17,23,9,0,80.5,0.7176,1
17,24,9,0,65.5,0.7083,1
17,25,10,0,80.0,0.6926,1
17,26,10,0,77.0,0.7259,1
17,27,10,0,76.5,0.7741,1
17,28,10,0,76.0,0.8222,1
17,29,10,0,84.0,0.7778,1
17,30,11,0,31.5,0.3621,3
17,31,11,0,57.5,0.6073,1
17,32,11,0,61.5,0.7545,1
17,33,11,0,73.5,0.647,1
17,34,11,0,75.0,0.5961,1
17,35,12,0,84.5,0.6566,1
17,36,12,0,78.0,0.7551,1
17,37,11,1,75.0,0.7515,1
17,38,11,1,82.0,0.7152,1
17,39,11,1,85.5,0.5273,2
17,40,12,1,87.5,0.6048,1
17,41,12,1,82.0,0.7247,1
17,42,12,1,87.0,0.697,1
17,43,12,1,89.0,0.7071,1
17,44,12,1,83.5,0.6313,1
17,45,13,1,51.5,0.3498,3
17,46,13,1,63.5,0.3656,3
17,47,13,1,79.0,0.5682,1
17,48,13,1,77.5,0.6308,1
17,49,13,1,81.5,0.6109,1
17,50,14,1,89.5,0.5,2
17,51,14,1,81.0,0.6658,1
17,52,14,1,90.0,0.7088,1
17,53,13,2,83.5,0.6612,1
17,54,11,4,77.0,0.6699,1
17,55,10,6,82.0,0.6995,1
17,56,10,6,82.0,0.6815,1
17,57,10,6,77.5,0.7148,1
17,58,9,7,79.0,0.6704,1
17,59,9,7,72.0,0.6667,1
17,60,10,7,75.0,0.6333,1
17,61,10,7,67.5,0.6089,1
17,62,10,7,66.0,0.637,2
17,63,10,7,68.0,0.7333,1
17,64,9,8,76.0,0.6667,1
17,65,10,8,84.5,0.7259,1
17,66,10,8,71.5,0.7185,1
17,67,10,8,82.0,0.7667,1
17,68,10,8,84.0,0.7519,1
17,69,10,8,84.0,0.7481,1
17,70,11,8,84.0,0.6348,1
17,71,11,8,83.5,0.6939,1
17,72,10,9,85.5,0.7212,1
17,73,10,9,71.5,0.8074,1
17,74,10,9,84.5,0.7815,1
17,75,10,9,75.5,0.7815,1
18,0,5,0,0.0,1.0,2
18,1,5,0,24.0,0.25,3
18,2,5,0,45.0,0.5,2
18,3,5,0,51.5,0.55,2
18,4,5,0,46.0,0.7833,1
18,5,6,0,56.5,0.8667,1
18,6,6,0,56.5,0.6,2
18,7,6,0,53.5,0.8,1
18,8,6,0,63.5,0.8667,1
18,9,6,0,66.5,0.9667,1
18,10,7,0,58.0,0.619,2
18,11,7,0,70.0,0.6349,1
18,12,7,0,66.0,0.7857,1
18,13,7,0,68.0,0.6706,1
18,14,7,0,61.5,0.8016,1
18,15,8,0,5.0,0.3631,2
18,16,8,0,36.5,0.6012,2
18,17,8,0,38.5,0.6071,2
18,18,8,0,43.5,0.2857,3
18,19,8,0,58.0,0.5833,2
18,20,9,0,61.5,0.7315,1
18,21,9,0,73.0,0.7176,1
18,22,9,0,71.0,0.7917,1
18,23,9,0,72.0,0.8194,1
18,24,9,0,82.0,0.7917,1
18,25,10,0,81.0,0.6407,1
18,26,10,0,88.0,0.6185,2
18,27,10,0,85.5,0.7889,1
18,28,10,0,78.5,0.7704,1
18,29,10,0,75.0,0.6741,1
18,30,11,0,50.0,0.4965,1
18,31,11,0,52.0,0.6355,1
18,32,11,0,69.0,0.6894,1
18,33,11,0,68.5,0.637,1
18,34,11,0,79.5,0.6894,1
18,35,12,0,77.0,0.7058,1
18,36,12,0,79.0,0.6818,1
18,37,12,0,81.0,0.6692,1
18,38,12,0,82.0,0.6641,1
18,39,12,0,80.0,0.6894,1
18,40,13,0,85.0,0.6731,1
18,41,13,0,92.0,0.6699,1
18,42,13,0,93.5,0.703,1
18,43,13,0,94.0,0.6709,1
18,44,13,0,87.5,0.688,1
18,45,14,0,44.0,0.3511,3
18,46,14,0,57.5,0.6584,1
18,47,14,0,62.5,0.4853,2
18,48,14,0,69.5,0.5306,1
18,49,14,0,83.5,0.5421,2
18,50,15,0,86.0,0.6651,1
18,51,15,0,91.5,0.5667,1
18,52,14,1,96.5,0.6841,1
18,53,13,2,75.5,0.674,1
18,54,13,2,84.5,0.688,1
18,55,14,2,82.5,0.6319,1
18,56,13,3,85.5,0.6987,1
18,57,12,4,88.5,0.7585,1
18,58,12,4,93.5,0.6768,1
18,59,11,5,78.5,0.7212,1
18,60,12,5,55.0,0.6338,1
18,61,10,7,56.0,0.6199,1
18,62,10,7,71.5,0.5593,2
18,63,10,7,65.0,0.5611,2
18,64,10,7,61.0,0.6556,2
18,65,11,7,78.5,0.5561,2
18,66,11,7,67.5,0.5909,2
18,67,11,7,79.5,0.5742,2
18,68,11,7,84.0,0.5909,2
18,69,10,8,86.0,0.5606,2
18,70,11,8,80.0,0.6394,2
18,71,11,8,73.0,0.597,2
18,72,11,8,79.0,0.6727,1
18,73,11,8,75.5,0.6,2
18,74,10,9,78.0,0.6455,2
18,75,10,9,61.5,0.5922,1
19,0,5,0,38.5,1.0,1
19,1,5,0,52.5,0.9,1
19,2,5,0,48.5,0.95,1
19,3,5,0,54.5,1.0,1
19,4,5,0,52.5,0.7333,1
19,5,6,0,50.0,0.6,2
19,6,6,0,55.5,0.7333,1
19,7,6,0,68.0,0.7444,1
19,8,6,0,63.0,0.8,1
19,9,6,0,56.0,0.9333,1
19,10,7,0,67.5,0.6429,2
19,11,7,0,57.5,0.6429,2
19,12,7,0,53.5,0.5952,2
19,13,7,0,62.5,0.5079,2
19,14,7,0,65.0,0.619,2
19,15,8,0,11.5,0.3929,2
19,16,8,0,25.0,0.381,3
19,17,8,0,33.5,0.3155,3
19,18,8,0,35.5,0.6071,2
19,19,8,0,67.5,0.6786,2
19,20,9,0,69.5,0.6875,1
19,21,9,0,52.5,0.6481,2
19,22,9,0,79.0,0.8333,1
19,23,9,0,84.0,0.7593,1
19,24,9,0,72.0,0.713,1
19,25,10,0,76.5,0.6074,2
19,26,10,0,76.5,0.6556,1
