iteration,time_step,uav_id,death_type,final_energy,neighbors_notified,replacement_needed
0,55,4,ENERGY_DEPLETION,0,0,Yes
0,56,0,ENERGY_DEPLETION,0,0,Yes
0,56,1,ENERGY_DEPLETION,0,0,Yes
0,56,3,ENERGY_DEPLETION,0,0,Yes
0,60,2,ENERGY_DEPLETION,0,0,Yes
0,60,5,ENERGY_DEPLETION,0,0,Yes
0,65,6,ENERGY_DEPLETION,0,0,Yes
0,71,7,ENERGY_DEPLETION,0,0,Yes
0,75,8,ENERGY_DEPLETION,0,0,Yes
1,53,0,ENERGY_DEPLETION,0,0,Yes
1,53,2,ENERGY_DEPLETION,0,0,Yes
1,56,1,ENERGY_DEPLETION,0,0,Yes
1,56,3,ENERGY_DEPLETION,0,0,Yes
1,58,4,ENERGY_DEPLETION,0,0,Yes
1,62,5,ENERGY_DEPLETION,0,0,Yes
1,65,6,ENERGY_DEPLETION,0,0,Yes
1,68,7,ENERGY_DEPLETION,0,0,Yes
2,18,2,STOCHASTIC_FAILURE,0,0,Yes
2,18,2,ENERGY_DEPLETION,0,0,Yes
2,53,3,ENERGY_DEPLETION,0,0,Yes
2,56,1,ENERGY_DEPLETION,0,2,Yes
2,58,4,ENERGY_DEPLETION,0,0,Yes
2,59,5,ENERGY_DEPLETION,0,0,Yes
2,60,0,ENERGY_DEPLETION,0,0,Yes
2,67,6,ENERGY_DEPLETION,0,0,Yes
2,73,7,ENERGY_DEPLETION,0,0,Yes
3,52,4,ENERGY_DEPLETION,0,0,Yes
3,55,1,ENERGY_DEPLETION,0,0,Yes
3,56,0,ENERGY_DEPLETION,0,0,Yes
3,56,8,STOCHASTIC_FAILURE,0,0,Yes
3,57,2,ENERGY_DEPLETION,0,0,Yes
3,57,3,ENERGY_DEPLETION,0,0,Yes
3,57,8,ENERGY_DEPLETION,0,0,Yes
3,64,5,ENERGY_DEPLETION,0,2,Yes
3,66,6,ENERGY_DEPLETION,0,0,Yes
3,73,7,ENERGY_DEPLETION,0,0,Yes
4,53,1,ENERGY_DEPLETION,0,0,Yes
4,53,2,ENERGY_DEPLETION,0,3,Yes
4,55,0,ENERGY_DEPLETION,0,2,Yes
4,55,4,ENERGY_DEPLETION,0,0,Yes
4,56,3,ENERGY_DEPLETION,0,0,Yes
4,62,5,ENERGY_DEPLETION,0,0,Yes
4,65,11,STOCHASTIC_FAILURE,0,0,Yes
4,66,11,ENERGY_DEPLETION,0,0,Yes
4,70,6,ENERGY_DEPLETION,0,2,Yes
4,74,8,ENERGY_DEPLETION,0,0,Yes
4,75,7,ENERGY_DEPLETION,0,0,Yes
5,34,2,STOCHASTIC_FAILURE,0,0,Yes
5,34,2,ENERGY_DEPLETION,0,0,Yes
5,39,11,STOCHASTIC_FAILURE,0,0,Yes
5,40,11,ENERGY_DEPLETION,0,0,Yes
5,54,1,ENERGY_DEPLETION,0,0,Yes
5,55,0,ENERGY_DEPLETION,0,0,Yes
5,55,3,ENERGY_DEPLETION,0,0,Yes
5,57,4,ENERGY_DEPLETION,0,0,Yes
5,65,5,ENERGY_DEPLETION,0,0,Yes
5,68,6,ENERGY_DEPLETION,0,0,Yes
5,69,7,ENERGY_DEPLETION,0,0,Yes
6,11,6,STOCHASTIC_FAILURE,0,0,Yes
6,12,6,ENERGY_DEPLETION,0,0,Yes
6,53,4,ENERGY_DEPLETION,0,0,Yes
6,55,0,ENERGY_DEPLETION,0,0,Yes
6,55,3,ENERGY_DEPLETION,0,0,Yes
6,56,1,ENERGY_DEPLETION,0,0,Yes
6,57,2,ENERGY_DEPLETION,0,0,Yes
6,63,5,ENERGY_DEPLETION,0,0,Yes
6,70,7,ENERGY_DEPLETION,0,0,Yes
7,24,4,STOCHASTIC_FAILURE,0,0,Yes
7,24,4,ENERGY_DEPLETION,0,0,Yes
7,43,7,STOCHASTIC_FAILURE,0,0,Yes
7,44,7,ENERGY_DEPLETION,0,0,Yes
7,54,3,ENERGY_DEPLETION,0,0,Yes
7,57,1,ENERGY_DEPLETION,0,0,Yes
7,57,2,ENERGY_DEPLETION,0,0,Yes
7,58,0,ENERGY_DEPLETION,0,0,Yes
7,61,5,ENERGY_DEPLETION,0,0,Yes
7,63,6,ENERGY_DEPLETION,0,0,Yes
8,53,3,ENERGY_DEPLETION,0,0,Yes
8,56,2,ENERGY_DEPLETION,0,6,Yes
8,57,0,ENERGY_DEPLETION,0,0,Yes
8,57,4,ENERGY_DEPLETION,0,0,Yes
8,58,1,ENERGY_DEPLETION,0,0,Yes
8,58,5,ENERGY_DEPLETION,0,0,Yes
8,63,6,ENERGY_DEPLETION,0,0,Yes
9,52,3,ENERGY_DEPLETION,0,0,Yes
9,53,4,ENERGY_DEPLETION,0,0,Yes
9,54,1,ENERGY_DEPLETION,0,0,Yes
9,54,2,ENERGY_DEPLETION,0,0,Yes
9,57,0,ENERGY_DEPLETION,0,0,Yes
9,60,12,STOCHASTIC_FAILURE,0,0,Yes
9,61,12,ENERGY_DEPLETION,0,0,Yes
9,65,5,ENERGY_DEPLETION,0,0,Yes
9,67,6,ENERGY_DEPLETION,0,0,Yes
9,72,7,ENERGY_DEPLETION,0,0,Yes
10,52,2,ENERGY_DEPLETION,0,0,Yes
10,54,0,ENERGY_DEPLETION,0,0,Yes
10,55,1,ENERGY_DEPLETION,0,0,Yes
10,57,3,ENERGY_DEPLETION,0,0,Yes
10,57,4,ENERGY_DEPLETION,0,3,Yes
10,60,5,ENERGY_DEPLETION,0,0,Yes
10,65,6,ENERGY_DEPLETION,0,0,Yes
10,72,7,ENERGY_DEPLETION,0,0,Yes
11,52,1,ENERGY_DEPLETION,0,0,Yes
11,53,2,ENERGY_DEPLETION,0,0,Yes
11,53,3,ENERGY_DEPLETION,0,0,Yes
11,54,4,ENERGY_DEPLETION,0,0,Yes
11,57,0,ENERGY_DEPLETION,0,0,Yes
